dataset,angle_deg,thickness_um,affine_scale,affine_offset,n_points,mean_residual,rmse,mae,std_residual,max_abs_residual,p95_abs_residual,lag1_autocorr,sign_runs,max_sign_run,positive_fraction,rmse_from_fit
SiC_10deg,10.0,7.465,0.9947937191952413,-0.0034645537526453163,865,-1.3155821968101566e-17,0.0013107393373372443,0.0009437440130127605,0.0013114976476912988,0.00757518978802782,0.00203285485336564,0.9726267234461212,39,63,0.46936416184971097,0.0013107393373372443
SiC_15deg,15.0,7.465,1.0740188878056616,-0.009794345348917155,865,-5.365008373333126e-17,0.0021123001110772564,0.0016873578501812813,0.0021135221534768953,0.008418654472250292,0.003961569938269837,0.9834127224739156,25,221,0.5433526011560693,0.0021123001110772564
