dataset,angle_deg,thickness_um,rmse,affine_scale,affine_offset,residual_mean,residual_std,residual_max_abs
SiC_10deg,10.0,7.455,0.001330860472711625,1.0018744983322312,-0.004879543662443198,5.6152898644335955e-18,0.001331630423873928,0.007854876803321392
SiC_15deg,15.0,7.455,0.0021445712593717065,1.0810195252324444,-0.011204676264131658,-1.4631841018181253e-17,0.002145811971803739,0.008753438872275254
