dataset,material,angle_deg,kind,window,min_spacing_cm,region_min_cm,region_max_cm,n_extrema,interval_mean_um,interval_std_um,interval_count,fod_d_um,fod_r2,fod_rss
Si_10deg,Si,10.0,peak,61,280.0,1500.0,3500.0,5,3.454260940655363,0.12823605512815595,4,3.448365850342125,0.9998214328104821,0.0017856718951791222
Si_10deg,Si,10.0,trough,61,280.0,1500.0,3500.0,5,3.4099662592575726,0.06370758061167656,4,3.391773561929188,0.9998509889194146,0.00149011080585382
Si_10deg,Si,10.0,peak,61,280.0,1700.0,3000.0,3,3.43161511159465,0.17022159084435073,2,3.456084271000557,0.9989963602192504,0.002007279561499074
Si_10deg,Si,10.0,trough,61,280.0,1700.0,3000.0,3,3.462243293407955,0.011836512247325848,2,3.4598307089696467,0.9999953312800336,9.33743993289366e-06
Si_10deg,Si,10.0,peak,101,200.0,1000.0,4000.0,10,5.061686467369999,1.5723404484611212,9,4.970543237899278,0.9695055109509144,2.5157953465495577
Si_10deg,Si,10.0,trough,101,200.0,1000.0,4000.0,10,5.69710555189587,1.5913331785223903,9,5.582406334889017,0.979459624024087,1.6945810180128213
Si_10deg,Si,10.0,peak,101,200.0,1200.0,4000.0,10,5.230918403438551,1.4891188551081902,9,5.044316643902846,0.9755613095012684,2.0161919661453567
Si_10deg,Si,10.0,trough,101,200.0,1200.0,4000.0,10,5.69710555189587,1.5913331785223903,9,5.582406334889017,0.979459624024087,1.6945810180128213
Si_10deg,Si,10.0,peak,101,200.0,1500.0,3500.0,7,4.929681805217677,1.4796445477487985,6,4.842220048728892,0.9644432454398919,0.9955891276830255
Si_10deg,Si,10.0,trough,101,200.0,1500.0,3500.0,7,5.708485602484672,1.6086121361129355,6,5.392190373534917,0.9859662177224522,0.39294590377133753
Si_10deg,Si,10.0,peak,101,200.0,1700.0,3000.0,3,3.4414317081405494,0.052640474857285735,2,3.451054459705473,0.9999058400550818,0.00018831988983643725
Si_10deg,Si,10.0,trough,101,200.0,1700.0,3000.0,3,6.906501206688098,0.3057433099609379,2,6.952321196152678,0.9992022924922749,0.0015954150154502784
Si_10deg,Si,10.0,peak,101,240.0,1000.0,4000.0,8,3.5965054918660937,0.3304992049939329,7,3.591799018605659,0.9985629364276707,0.060356670037829935
Si_10deg,Si,10.0,trough,101,240.0,1000.0,4000.0,7,3.4411967699567043,0.08065124718145007,6,3.412018350748829,0.9998054853513644,0.005446410161796394
Si_10deg,Si,10.0,peak,101,240.0,1200.0,4000.0,8,3.8140894096685187,0.6393239199430579,7,3.6442434774958623,0.9978044495410284,0.0922131192768082
Si_10deg,Si,10.0,trough,101,240.0,1200.0,4000.0,7,3.4411967699567043,0.08065124718145007,6,3.412018350748829,0.9998054853513644,0.005446410161796394
Si_10deg,Si,10.0,peak,101,240.0,1500.0,3500.0,6,3.8935989797629027,0.8538875906844016,5,3.833716068936856,0.9913619906981612,0.15116516278217784
Si_10deg,Si,10.0,trough,101,240.0,1500.0,3500.0,5,3.4323395648675317,0.039921025880646804,4,3.4197687093705174,0.9999469115057387,0.0005308849426129517
Si_10deg,Si,10.0,peak,101,240.0,1700.0,3000.0,3,3.4414317081405494,0.052640474857285735,2,3.451054459705473,0.9999058400550818,0.00018831988983643725
Si_10deg,Si,10.0,trough,101,240.0,1700.0,3000.0,2,3.4464831411523864,0.0,1,,,
Si_10deg,Si,10.0,peak,101,280.0,1000.0,4000.0,8,3.5965054918660937,0.3304992049939329,7,3.591799018605659,0.9985629364276707,0.060356670037829935
Si_10deg,Si,10.0,trough,101,280.0,1000.0,4000.0,7,3.4411967699567043,0.08065124718145007,6,3.412018350748829,0.9998054853513644,0.005446410161796394
Si_10deg,Si,10.0,peak,101,280.0,1200.0,4000.0,8,3.8140894096685187,0.6393239199430579,7,3.6442434774958623,0.9978044495410284,0.0922131192768082
Si_10deg,Si,10.0,trough,101,280.0,1200.0,4000.0,7,3.4411967699567043,0.08065124718145007,6,3.412018350748829,0.9998054853513644,0.005446410161796394
Si_10deg,Si,10.0,peak,101,280.0,1500.0,3500.0,5,3.469044187090541,0.10085217895838713,4,3.443025030129967,0.9998235578304807,0.0017644216951932835
Si_10deg,Si,10.0,trough,101,280.0,1500.0,3500.0,5,3.4323395648675317,0.039921025880646804,4,3.4197687093705174,0.9999469115057387,0.0005308849426129517
Si_10deg,Si,10.0,peak,101,280.0,1700.0,3000.0,3,3.4414317081405494,0.052640474857285735,2,3.451054459705473,0.9999058400550818,0.00018831988983643725
Si_10deg,Si,10.0,trough,101,280.0,1700.0,3000.0,2,3.4464831411523864,0.0,1,,,
Si_10deg,Si,10.0,peak,151,200.0,1000.0,4000.0,10,5.098754210066023,1.5972953833593866,9,4.9132914287668665,0.9855542737242953,1.191772417745637
Si_10deg,Si,10.0,trough,151,200.0,1000.0,4000.0,9,5.120631391184807,1.6466202192139276,8,5.011248699611792,0.9507853886741728,2.9528766795496324
Si_10deg,Si,10.0,peak,151,200.0,1200.0,4000.0,10,5.291744688797384,1.5104647839534473,9,4.98946335082631,0.9903069734210262,0.7996746927653333
Si_10deg,Si,10.0,trough,151,200.0,1200.0,4000.0,9,5.120631391184807,1.6466202192139276,8,5.011248699611792,0.9507853886741728,2.9528766795496324
Si_10deg,Si,10.0,peak,151,200.0,1500.0,3500.0,7,5.029516407783202,1.5603461396778782,6,4.7485831544782355,0.9884655563648389,0.3229644217845113
Si_10deg,Si,10.0,trough,151,200.0,1500.0,3500.0,6,4.800442175992666,1.6645811182831467,5,4.589988937043442,0.9566863651363697,0.7579886101135306
Si_10deg,Si,10.0,peak,151,200.0,1700.0,3000.0,4,5.737060114562901,1.6482775128459293,3,5.555618517192092,0.9511398844218573,0.2443005778907138
Si_10deg,Si,10.0,trough,151,200.0,1700.0,3000.0,2,3.434789758086802,0.0,1,,,
Si_10deg,Si,10.0,peak,151,240.0,1000.0,4000.0,8,3.6222900525343804,0.39794414100199305,7,3.6135006543892065,0.998066021837513,0.0812270828244512
Si_10deg,Si,10.0,trough,151,240.0,1000.0,4000.0,7,3.446365354984042,0.08013088257794698,6,3.418470353326972,0.9998380666229941,0.004534134556163565
Si_10deg,Si,10.0,peak,151,240.0,1200.0,4000.0,8,3.870420668046131,0.7283139454899236,7,3.671865050244317,0.9972541464097435,0.11532585079077151
Si_10deg,Si,10.0,trough,151,240.0,1200.0,4000.0,7,3.446365354984042,0.08013088257794698,6,3.418470353326972,0.9998380666229941,0.004534134556163565
Si_10deg,Si,10.0,peak,151,240.0,1500.0,3500.0,6,3.9648240333024978,0.9393068244000827,5,3.877213309827523,0.9902196126370738,0.17115677885120772
Si_10deg,Si,10.0,trough,151,240.0,1500.0,3500.0,5,3.4359922091644606,0.028265154746876225,4,3.427658418604245,0.9999798467837506,0.00020153216249341204
Si_10deg,Si,10.0,peak,151,240.0,1700.0,3000.0,3,3.429101031750991,0.02129761670237862,2,3.4332121696926543,0.9999845318505051,3.093629898996359e-05
Si_10deg,Si,10.0,trough,151,240.0,1700.0,3000.0,2,3.434789758086802,0.0,1,,,
Si_10deg,Si,10.0,peak,151,280.0,1000.0,4000.0,8,3.6222900525343804,0.39794414100199305,7,3.6135006543892065,0.998066021837513,0.0812270828244512
Si_10deg,Si,10.0,trough,151,280.0,1000.0,4000.0,7,3.446365354984042,0.08013088257794698,6,3.418470353326972,0.9998380666229941,0.004534134556163565
Si_10deg,Si,10.0,peak,151,280.0,1200.0,4000.0,7,3.6213937337057067,0.4298222565262895,6,3.628651842452487,0.9972582441650867,0.0767691633775719
Si_10deg,Si,10.0,trough,151,280.0,1200.0,4000.0,7,3.446365354984042,0.08013088257794698,6,3.418470353326972,0.9998380666229941,0.004534134556163565
Si_10deg,Si,10.0,peak,151,280.0,1500.0,3500.0,5,3.4990421983623103,0.13456615159269944,4,3.4601241918655377,0.99967993854415,0.0032006145584997305
Si_10deg,Si,10.0,trough,151,280.0,1500.0,3500.0,5,3.4359922091644606,0.028265154746876225,4,3.427658418604245,0.9999798467837506,0.00020153216249341204
Si_10deg,Si,10.0,peak,151,280.0,1700.0,3000.0,3,3.429101031750991,0.02129761670237862,2,3.4332121696926543,0.9999845318505051,3.093629898996359e-05
Si_10deg,Si,10.0,trough,151,280.0,1700.0,3000.0,2,3.434789758086802,0.0,1,,,
Si_15deg,Si,15.0,peak,61,200.0,1000.0,4000.0,10,5.089158761099726,1.6084249892744855,9,5.002465780947,0.9650581804586353,2.882700112162588
Si_15deg,Si,15.0,trough,61,200.0,1000.0,4000.0,11,6.116972239121013,1.3441470133559994,10,6.048525260766079,0.9885652796231793,1.257819241450273
Si_15deg,Si,15.0,peak,61,200.0,1200.0,4000.0,10,5.219600820185556,1.5260632867984834,9,5.0667576037125395,0.9708388625605503,2.4057938387545965
Si_15deg,Si,15.0,trough,61,200.0,1200.0,4000.0,11,6.116972239121013,1.3441470133559994,10,6.048525260766079,0.9885652796231793,1.257819241450273
Si_15deg,Si,15.0,peak,61,200.0,1500.0,3500.0,7,4.960838525482802,1.5386312235863406,6,4.869670734936006,0.9555409011352922,1.2448547682118178
Si_15deg,Si,15.0,trough,61,200.0,1500.0,3500.0,9,6.376896348679793,1.1260248525517094,8,6.000684459457088,0.9919582885207822,0.4825026887530702
Si_15deg,Si,15.0,peak,61,200.0,1700.0,3000.0,4,4.386955193581516,1.3822057984522316,3,3.7702837667410427,0.9827482656611198,0.08625867169440066
Si_15deg,Si,15.0,trough,61,200.0,1700.0,3000.0,5,6.038741323247197,1.5152154829761448,4,5.2539076233023145,0.9816668515683556,0.18333148431644386
Si_15deg,Si,15.0,peak,61,240.0,1000.0,4000.0,8,3.6147750323900794,0.41898788405346493,7,3.613851791482469,0.9974283977844587,0.10800729305273413
Si_15deg,Si,15.0,trough,61,240.0,1000.0,4000.0,7,3.4160551067058478,0.07409624224105432,6,3.389583204191793,0.9998469922767858,0.004284216249999662
Si_15deg,Si,15.0,peak,61,240.0,1200.0,4000.0,8,3.782486251214718,0.5761245287483098,7,3.659502163026332,0.9973861675728272,0.10978096194126107
Si_15deg,Si,15.0,trough,61,240.0,1200.0,4000.0,7,3.4160551067058478,0.07409624224105432,6,3.389583204191793,0.9998469922767858,0.004284216249999662
Si_15deg,Si,15.0,peak,61,240.0,1500.0,3500.0,5,3.400502609618213,0.10947844900289568,4,3.3903537391348095,0.9998768346053458,0.0012316539465422357
Si_15deg,Si,15.0,trough,61,240.0,1500.0,3500.0,5,3.401202095709331,0.03736054228960739,4,3.3900557700295315,0.9999500635102679,0.0004993648973208354
Si_15deg,Si,15.0,peak,61,240.0,1700.0,3000.0,3,3.4125599930226453,0.1319139238138678,2,3.4331757787271386,0.9993931009434369,0.001213798113126139
Si_15deg,Si,15.0,trough,61,240.0,1700.0,3000.0,3,3.4325270036447177,0.015496998930198513,2,3.4293493341120103,0.999991861545867,1.6276908266042815e-05
Si_15deg,Si,15.0,peak,61,280.0,1000.0,4000.0,8,3.6147750323900794,0.41898788405346493,7,3.613851791482469,0.9974283977844587,0.10800729305273413
Si_15deg,Si,15.0,trough,61,280.0,1000.0,4000.0,7,3.4160551067058478,0.07409624224105432,6,3.389583204191793,0.9998469922767858,0.004284216249999662
Si_15deg,Si,15.0,peak,61,280.0,1200.0,4000.0,8,3.782486251214718,0.5761245287483098,7,3.659502163026332,0.9973861675728272,0.10978096194126107
Si_15deg,Si,15.0,trough,61,280.0,1200.0,4000.0,7,3.4160551067058478,0.07409624224105432,6,3.389583204191793,0.9998469922767858,0.004284216249999662
Si_15deg,Si,15.0,peak,61,280.0,1500.0,3500.0,5,3.400502609618213,0.10947844900289568,4,3.3903537391348095,0.9998768346053458,0.0012316539465422357
Si_15deg,Si,15.0,trough,61,280.0,1500.0,3500.0,5,3.401202095709331,0.03736054228960739,4,3.3900557700295315,0.9999500635102679,0.0004993648973208354
Si_15deg,Si,15.0,peak,61,280.0,1700.0,3000.0,3,3.4125599930226453,0.1319139238138678,2,3.4331757787271386,0.9993931009434369,0.001213798113126139
Si_15deg,Si,15.0,trough,61,280.0,1700.0,3000.0,3,3.4325270036447177,0.015496998930198513,2,3.4293493341120103,0.999991861545867,1.6276908266042815e-05
Si_15deg,Si,15.0,peak,101,200.0,1000.0,4000.0,9,4.480842908167443,1.4825467517830955,8,4.338332735780981,0.9737190670348321,1.5768559779100693
Si_15deg,Si,15.0,trough,101,200.0,1000.0,4000.0,8,4.391869003714276,1.5288123706108239,7,4.153633049342527,0.986877058386044,0.5511635477861505
Si_15deg,Si,15.0,peak,101,200.0,1200.0,4000.0,9,4.649562511042083,1.4495099536619758,8,4.400536590148764,0.977717560858266,1.3369463485040378
Si_15deg,Si,15.0,trough,101,200.0,1200.0,4000.0,8,4.391869003714276,1.5288123706108239,7,4.153633049342527,0.986877058386044,0.5511635477861505
Si_15deg,Si,15.0,peak,101,200.0,1500.0,3500.0,6,3.9945397304577197,1.1616780791792538,5,3.8787128235931947,0.985969920479629,0.2455263916064936
Si_15deg,Si,15.0,trough,101,200.0,1500.0,3500.0,6,4.779317702938231,1.6555627678034568,5,4.572958164157714,0.9563778880581995,0.7633869589815092
Si_15deg,Si,15.0,peak,101,200.0,1700.0,3000.0,4,4.489106846702983,1.5150623651288966,3,3.797150396931495,0.9808545603801149,0.09572719809942566
Si_15deg,Si,15.0,trough,101,200.0,1700.0,3000.0,3,3.4384663916356306,0.025270508947230264,2,3.433204675467631,0.9999784583541045,4.308329179108026e-05
Si_15deg,Si,15.0,peak,101,240.0,1000.0,4000.0,8,3.634232518859306,0.46218296150721166,7,3.6280216772223866,0.9971370975806109,0.12024190161434431
Si_15deg,Si,15.0,trough,101,240.0,1000.0,4000.0,7,3.422422454387497,0.07278212074116519,6,3.397657978849715,0.9998481611953065,0.0042514865314162795
Si_15deg,Si,15.0,peak,101,240.0,1200.0,4000.0,8,3.827054922144609,0.6517305408529674,7,3.6784182968485224,0.997034477928271,0.12455192701261467
Si_15deg,Si,15.0,trough,101,240.0,1200.0,4000.0,7,3.422422454387497,0.07278212074116519,6,3.397657978849715,0.9998481611953065,0.0042514865314162795
Si_15deg,Si,15.0,peak,101,240.0,1500.0,3500.0,5,3.4158090307641595,0.11056145674695601,4,3.407832674542205,0.9998802111599517,0.0011978884004829413
Si_15deg,Si,15.0,trough,101,240.0,1500.0,3500.0,5,3.422010053754051,0.02444163938532093,4,3.4148390430002107,0.9999853240532093,0.0001467594679074256
Si_15deg,Si,15.0,peak,101,240.0,1700.0,3000.0,3,3.4208588525994292,0.14021278339065213,2,3.442398036926975,0.999317039064715,0.0013659218705698631
Si_15deg,Si,15.0,trough,101,240.0,1700.0,3000.0,3,3.4384663916356306,0.025270508947230264,2,3.433204675467631,0.9999784583541045,4.308329179108026e-05
Si_15deg,Si,15.0,peak,101,280.0,1000.0,4000.0,8,3.634232518859306,0.46218296150721166,7,3.6280216772223866,0.9971370975806109,0.12024190161434431
Si_15deg,Si,15.0,trough,101,280.0,1000.0,4000.0,7,3.422422454387497,0.07278212074116519,6,3.397657978849715,0.9998481611953065,0.0042514865314162795
Si_15deg,Si,15.0,peak,101,280.0,1200.0,4000.0,8,3.827054922144609,0.6517305408529674,7,3.6784182968485224,0.997034477928271,0.12455192701261467
Si_15deg,Si,15.0,trough,101,280.0,1200.0,4000.0,7,3.422422454387497,0.07278212074116519,6,3.397657978849715,0.9998481611953065,0.0042514865314162795
Si_15deg,Si,15.0,peak,101,280.0,1500.0,3500.0,5,3.4158090307641595,0.11056145674695601,4,3.407832674542205,0.9998802111599517,0.0011978884004829413
Si_15deg,Si,15.0,trough,101,280.0,1500.0,3500.0,5,3.422010053754051,0.02444163938532093,4,3.4148390430002107,0.9999853240532093,0.0001467594679074256
Si_15deg,Si,15.0,peak,101,280.0,1700.0,3000.0,3,3.4208588525994292,0.14021278339065213,2,3.442398036926975,0.999317039064715,0.0013659218705698631
Si_15deg,Si,15.0,trough,101,280.0,1700.0,3000.0,3,3.4384663916356306,0.025270508947230264,2,3.433204675467631,0.9999784583541045,4.308329179108026e-05
Si_15deg,Si,15.0,peak,151,200.0,1000.0,4000.0,9,4.484273749891299,1.425262867045596,8,4.365168715445654,0.9717656849516348,1.694058902901907
Si_15deg,Si,15.0,trough,151,200.0,1000.0,4000.0,9,5.125747119378712,1.6734196785725228,8,4.920162078810022,0.976740381516801,1.3955771089919433
Si_15deg,Si,15.0,peak,151,200.0,1200.0,4000.0,9,4.676534206709373,1.396323689715008,8,4.4346245007482805,0.9762252458863977,1.4264852468161406
Si_15deg,Si,15.0,trough,151,200.0,1200.0,4000.0,9,5.125747119378712,1.6734196785725228,8,4.920162078810022,0.976740381516801,1.3955771089919433
Si_15deg,Si,15.0,peak,151,200.0,1500.0,3500.0,6,4.07851387233209,1.2772913073923278,5,3.9217499144646286,0.984652561585,0.26858017226249986
Si_15deg,Si,15.0,trough,151,200.0,1500.0,3500.0,6,4.7786069895743415,1.6659320273296478,5,4.43892313587606,0.9831411334506118,0.29503016461429216
Si_15deg,Si,15.0,peak,151,200.0,1700.0,3000.0,4,4.605384318318877,1.6891044219040772,3,3.8088133622269758,0.9778723167124808,0.11063841643759623
Si_15deg,Si,15.0,trough,151,200.0,1700.0,3000.0,4,4.567652254115974,1.6026306254887785,3,4.309481251530498,0.9663717501425367,0.16814124928731647
Si_15deg,Si,15.0,peak,151,240.0,1000.0,4000.0,8,3.674408561427282,0.586600292439189,7,3.6499829570756943,0.9962364826749703,0.15806772765124488
Si_15deg,Si,15.0,trough,151,240.0,1000.0,4000.0,7,3.4361858447461233,0.06345253905483524,6,3.4146635527782934,0.9999141327335617,0.002404283460272419
Si_15deg,Si,15.0,peak,151,240.0,1200.0,4000.0,8,3.8941347977907954,0.775011550403772,7,3.7062066217105296,0.9961369911894963,0.16224637004115458
Si_15deg,Si,15.0,trough,151,240.0,1200.0,4000.0,7,3.4361858447461233,0.06345253905483524,6,3.4146635527782934,0.9999141327335617,0.002404283460272419
Si_15deg,Si,15.0,peak,151,240.0,1500.0,3500.0,5,3.4417341465177937,0.10908372419545437,4,3.4222598282061476,0.9998649731542636,0.0013502684573645596
Si_15deg,Si,15.0,trough,151,240.0,1500.0,3500.0,5,3.416213838969454,0.022125216900873258,4,3.409477583710074,0.9999836644934873,0.00016335506512681733
Si_15deg,Si,15.0,peak,151,240.0,1700.0,3000.0,3,3.4124968680378585,0.10329189237305747,2,3.4296266176544075,0.9996290992646564,0.0007418014706872353
Si_15deg,Si,15.0,trough,151,240.0,1700.0,3000.0,3,3.434448376459442,0.013575626115474693,2,3.431673211544389,0.9999937600909218,1.2479818156510473e-05
Si_15deg,Si,15.0,peak,151,280.0,1000.0,4000.0,8,3.674408561427282,0.586600292439189,7,3.6499829570756943,0.9962364826749703,0.15806772765124488
Si_15deg,Si,15.0,trough,151,280.0,1000.0,4000.0,7,3.4361858447461233,0.06345253905483524,6,3.4146635527782934,0.9999141327335617,0.002404283460272419
Si_15deg,Si,15.0,peak,151,280.0,1200.0,4000.0,8,3.8941347977907954,0.775011550403772,7,3.7062066217105296,0.9961369911894963,0.16224637004115458
Si_15deg,Si,15.0,trough,151,280.0,1200.0,4000.0,7,3.4361858447461233,0.06345253905483524,6,3.4146635527782934,0.9999141327335617,0.002404283460272419
Si_15deg,Si,15.0,peak,151,280.0,1500.0,3500.0,5,3.4417341465177937,0.10908372419545437,4,3.4222598282061476,0.9998649731542636,0.0013502684573645596
Si_15deg,Si,15.0,trough,151,280.0,1500.0,3500.0,5,3.416213838969454,0.022125216900873258,4,3.409477583710074,0.9999836644934873,0.00016335506512681733
Si_15deg,Si,15.0,peak,151,280.0,1700.0,3000.0,3,3.4124968680378585,0.10329189237305747,2,3.4296266176544075,0.9996290992646564,0.0007418014706872353
Si_15deg,Si,15.0,trough,151,280.0,1700.0,3000.0,3,3.434448376459442,0.013575626115474693,2,3.431673211544389,0.9999937600909218,1.2479818156510473e-05
