dataset,material,angle_deg,kind,window,min_spacing_cm,region_min_cm,region_max_cm,n_extrema,interval_mean_um,interval_std_um,interval_count,fod_d_um,fod_r2,fod_rss
SiC_15deg,SiC,15.0,peak,151,280.0,1000.0,4000.0,6,3.802004694371076,0.7657253161360074,5,3.4947053482559625,0.9925873614400474,0.12972117479917042
SiC_15deg,SiC,15.0,trough,151,280.0,1000.0,4000.0,6,4.176385922677137,0.6811806015475117,5,3.926867441584793,0.9961597376425816,0.06720459125482267
SiC_15deg,SiC,15.0,peak,151,280.0,1200.0,4000.0,6,3.8216070640360194,0.7944678871261548,5,3.498822127022736,0.9922909166307698,0.13490895896152805
SiC_15deg,SiC,15.0,trough,151,280.0,1200.0,4000.0,6,3.9369451658760313,0.24854939434575238,5,3.852917261029657,0.9991635767265026,0.014637407286205746
SiC_15deg,SiC,15.0,peak,151,280.0,1500.0,3500.0,4,3.4428944028432817,0.6642866467735487,3,3.2303446940457805,0.9912231533133765,0.04388423343311747
SiC_15deg,SiC,15.0,trough,151,280.0,1500.0,3500.0,4,3.825326415603545,0.07412115504641034,3,3.805516167895279,0.9998853253352852,0.0005733733235739104
SiC_15deg,SiC,15.0,peak,151,280.0,1700.0,3000.0,2,2.5164666193628094,0.0,1,,,
SiC_15deg,SiC,15.0,trough,151,280.0,1700.0,3000.0,3,4.358737090177859,0.5299564800258902,2,4.390420846226238,0.9938038227166863,0.012392354566627406
Si_10deg,Si,10.0,peak,61,200.0,1000.0,4000.0,10,5.061428552782402,1.6044741131861746,9,4.951172492155034,0.9695244294239147,2.5142345725270365
Si_10deg,Si,10.0,trough,61,200.0,1000.0,4000.0,11,6.168368829502631,1.3334714441191233,10,6.328203730704159,0.9809976658562918,2.0902567558079053
Si_10deg,Si,10.0,peak,61,200.0,1200.0,4000.0,10,5.213193032844977,1.5251370340211898,9,5.018759192008993,0.9751531502256091,2.049865106387246
Si_10deg,Si,10.0,trough,61,200.0,1200.0,4000.0,11,6.168368829502631,1.3334714441191233,10,6.328203730704159,0.9809976658562918,2.0902567558079053
Si_10deg,Si,10.0,peak,61,200.0,1500.0,3500.0,7,4.908550767225518,1.5296473407578033,6,4.810740681403426,0.9633499316098971,1.0262019149228792
Si_10deg,Si,10.0,trough,61,200.0,1500.0,3500.0,8,6.306763157782967,1.165701738184108,7,6.422026120856083,0.9883457589234499,0.4894781252151026
Si_10deg,Si,10.0,peak,61,200.0,1700.0,3000.0,4,4.562164394123682,1.6048676852356218,3,3.819952467799927,0.9798375609383698,0.1008121953081507
Si_10deg,Si,10.0,trough,61,200.0,1700.0,3000.0,5,6.013475057712364,1.4673659731242807,4,5.996084202450633,0.9664951182037806,0.3350488179621941
Si_10deg,Si,10.0,peak,61,240.0,1000.0,4000.0,8,3.5820097532421,0.3114681941642717,7,3.580172485414989,0.9986999290297051,0.05460298075238744
Si_10deg,Si,10.0,trough,61,240.0,1000.0,4000.0,7,3.451875690419414,0.08558952188658107,6,3.4273737570762988,0.999877601965372,0.0034271449695830246
Si_10deg,Si,10.0,peak,61,240.0,1200.0,4000.0,8,3.777135513322552,0.588779720515587,7,3.6283500219003915,0.9981293012701373,0.07856934665423364
Si_10deg,Si,10.0,trough,61,240.0,1200.0,4000.0,7,3.451875690419414,0.08558952188658107,6,3.4273737570762988,0.999877601965372,0.0034271449695830246
Si_10deg,Si,10.0,peak,61,240.0,1500.0,3500.0,6,3.836329139210432,0.7726965912027366,5,3.810934112405439,0.9915268089682512,0.1482808430556047
Si_10deg,Si,10.0,trough,61,240.0,1500.0,3500.0,5,3.4099662592575726,0.06370758061167656,4,3.391773561929188,0.9998509889194146,0.00149011080585382
Si_10deg,Si,10.0,peak,61,240.0,1700.0,3000.0,3,3.43161511159465,0.17022159084435073,2,3.456084271000557,0.9989963602192504,0.002007279561499074
Si_10deg,Si,10.0,trough,61,240.0,1700.0,3000.0,3,3.462243293407955,0.011836512247325848,2,3.4598307089696467,0.9999953312800336,9.33743993289366e-06
Si_10deg,Si,10.0,peak,61,280.0,1000.0,4000.0,8,3.5820097532421,0.3114681941642717,7,3.580172485414989,0.9986999290297051,0.05460298075238744
Si_10deg,Si,10.0,trough,61,280.0,1000.0,4000.0,7,3.451875690419414,0.08558952188658107,6,3.4273737570762988,0.999877601965372,0.0034271449695830246
Si_10deg,Si,10.0,peak,61,280.0,1200.0,4000.0,8,3.777135513322552,0.588779720515587,7,3.6283500219003915,0.9981293012701373,0.07856934665423364
Si_10deg,Si,10.0,trough,61,280.0,1200.0,4000.0,7,3.451875690419414,0.08558952188658107,6,3.4273737570762988,0.999877601965372,0.0034271449695830246
