scenario,dataset,angle_deg,thickness_um,weighted_rmse,affine_scale,affine_offset,effective_points,point_weight_sum
all_equal,SiC_15deg,15.0,7.285,0.00388789075213446,0.9680543710226194,0.009493457013537793,865,865.0
all_equal,joint,,7.285,0.004220769049218027,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.29,0.004480038543816124,0.8302044747794634,0.02638589798770774,865,865.0
all_equal,SiC_15deg,15.0,7.29,0.0037998401805477713,0.9727539471128659,0.008639364319915133,865,865.0
all_equal,joint,,7.29,0.004139939362181947,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.295,0.0044047840300357926,0.8356181856381855,0.025403680702684256,865,865.0
all_equal,SiC_15deg,15.0,7.295,0.0037110860480164725,0.9774108105689812,0.007792958976022973,865,865.0
all_equal,joint,,7.295,0.0040579350390261325,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.3,0.00432789466686684,0.8410603376580057,0.024416320529314556,865,865.0
all_equal,SiC_15deg,15.0,7.3,0.003621731155450052,0.982019921220988,0.006955161354548739,865,865.0
all_equal,joint,,7.3,0.003974812911158446,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.305,0.0042493840182626875,0.8465255349411974,0.02342479915749568,865,865.0
all_equal,SiC_15deg,15.0,7.305,0.0035318891162955924,0.9865761976177339,0.00612689928450566,865,865.0
all_equal,joint,,7.305,0.00389063656727914,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.31,0.004169268556013063,0.8520082118289543,0.022430128881158834,865,865.0
all_equal,SiC_15deg,15.0,7.31,0.00344168559898075,0.9910745184372103,0.005309107757878212,865,865.0
all_equal,joint,,7.31,0.003805477077496906,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.315,0.004087567884184904,0.857502635666115,0.021433352071244832,865,865.0
all_equal,SiC_15deg,15.0,7.315,0.0033512597334332756,0.9955097245545834,0.004502728517137788,865,865.0
all_equal,joint,,7.315,0.00371941380880909,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.32,0.004004304985415387,0.8630029104642877,0.020435540486008735,865,865.0
all_equal,SiC_15deg,15.0,7.32,0.0032607656997047465,0.9998766218432019,0.003708709510216096,865,865.0
all_equal,joint,,7.32,0.0036325353425600664,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.325,0.003919506493022316,0.8685029815022854,0.019437794411772874,865,865.0
all_equal,SiC_15deg,15.0,7.325,0.0031703745160246966,1.004169984775268,0.002928004201080192,865,865.0
all_equal,joint,,7.325,0.003544940504523506,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.33,0.0038332029938489944,0.8739966408941333,0.018441241628822436,865,865.0
all_equal,SiC_15deg,15.0,7.33,0.00308027604114049,1.0083845608790825,0.002161570725823375,865,865.0
all_equal,joint,,7.33,0.0034567395174947423,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.335,0.0037454293679433396,0.879477534145622,0.017447036198827037,865,865.0
all_equal,SiC_15deg,15.0,7.335,0.002990681200587058,1.0125150760989008,0.001410370886155643,865,865.0
all_equal,joint,,7.335,0.0033680552842651986,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.34,0.0036562251726464682,0.8849391677104607,0.016456357071975403,865,865.0
all_equal,SiC_15deg,15.0,7.34,0.002901824437225138,1.016556241091623,0.0006753689743165814,865,865.0
all_equal,joint,,7.34,0.003279024804935803,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.345,0.003565635080508199,0.8903749175466994,0.015470406513894003,865,865.0
all_equal,SiC_15deg,15.0,7.345,0.0028139663711440497,1.0205027584819062,-4.246957428122311e-05,865,865.0
all_equal,joint,,7.345,0.003189800725826124,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.35,0.0034737093827542915,0.8957780386634174,0.01449040835436069,865,865.0
all_equal,SiC_15deg,15.0,7.35,0.0027273966304318218,1.0243493310840384,-0.0007421797019714349,865,865.0
all_equal,joint,,7.35,0.003100553006593056,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.355,0.003380504572926182,0.9011416756368703,0.013517606061779819,865,865.0
all_equal,SiC_15deg,15.0,7.355,0.002642436779359572,1.0280906710852287,-0.0014227984221362733,865,865.0
all_equal,joint,,7.355,0.003011470676142877,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.36,0.003286084028959527,0.9064588740644826,0.012553260649346643,865,865.0
all_equal,SiC_15deg,15.0,7.36,0.0025594432207158356,1.0317215101710093,-0.002083366681188109,865,865.0
all_equal,joint,,7.36,0.0029227636248376813,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.365,0.003190518816566718,0.9117225929145754,0.011598648420725832,865,865.0
all_equal,SiC_15deg,15.0,7.365,0.002478809880787485,1.0352366105595108,-0.0027229313830096913,865,865.0
all_equal,joint,,7.365,0.0028346643486771017,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.37,0.0030938886426044314,0.9169257177195556,0.010655058564909586,865,865.0
all_equal,SiC_15deg,15.0,7.37,0.0024009703960663235,1.0386307768975442,-0.0033405475671342277,865,865.0
all_equal,joint,,7.37,0.0027474295193353777,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.375,0.0029962829944719534,0.9220610745508303,0.00972379061162637,865,865.0
all_equal,SiC_15deg,15.0,7.375,0.002326399409902607,1.0418988689580997,-0.0039352807295452985,865,865.0
all_equal,joint,,7.375,0.0026613412021872806,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.38,0.002897802510921297,0.9271214447050322,0.008806151760238023,865,865.0
all_equal,SiC_15deg,15.0,7.38,0.0022556124599870052,1.045035815066103,-0.004506209272671813,865,865.0
all_equal,joint,,7.38,0.0025767074854541514,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.385,0.002798560641486633,0.9320995800234657,0.007903454096442358,865,865.0
all_equal,SiC_15deg,15.0,7.385,0.002189163807755294,1.0480366261674199,-0.005052427069021009,865,865.0
all_equal,joint,,7.385,0.0024938622246209637,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.39,0.0026986856666892257,0.9369882187602084,0.0070170117122594355,865,865.0
all_equal,SiC_15deg,15.0,7.39,0.0021276414562310625,1.0508964104452951,-0.005573046120949998,865,865.0
all_equal,joint,,7.39,0.002413163561460144,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.395,0.0025983231699755666,0.9417801019091445,0.006148137745699445,865,865.0
all_equal,SiC_15deg,15.0,7.395,0.002071658568337955,1.0536103883789067,-0.006067199297369763,865,865.0
all_equal,joint,,7.395,0.0023349908691567608,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.4,0.0024976390757823564,0.94646798989654,0.005298141357156533,865,865.0
all_equal,SiC_15deg,15.0,7.4,0.00202184059482813,1.0561739081306987,-0.0065340431267426335,865,865.0
all_equal,joint,,7.4,0.002259739835305243,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.405,0.002396823396894182,0.9510446795436484,0.004468324659941431,865,865.0
all_equal,SiC_15deg,15.0,7.405,0.0019788077179862993,1.0585824611427472,-0.006972760624592039,865,865.0
all_equal,joint,,7.405,0.0021878155574402407,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.41,0.0022960948686977793,0.9555030212033989,0.0036599796224190406,865,865.0
all_equal,SiC_15deg,15.0,7.41,0.0019431527653715364,1.0608316978178465,-0.007382564132937641,865,865.0
all_equal,joint,,7.41,0.002119623817034658,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.415,0.0021957066874047767,0.959835935976425,0.0028743849589805692,865,865.0
all_equal,SiC_15deg,15.0,7.415,0.001915415542944179,1.0629174431582922,-0.00776269814860267,865,865.0
all_equal,joint,,7.415,0.0020555611151744776,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.42,0.002095953611052012,0.9640364329145931,0.0021128030265259445,865,865.0
all_equal,SiC_15deg,15.0,7.42,0.0018960554780375204,1.0648357122346386,-0.008112442117234414,865,865.0
all_equal,joint,,7.42,0.001996004544544766,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.425,0.0019971807190792648,0.968097626124731,0.0013764767422869417,865,865.0
all_equal,SiC_15deg,15.0,7.425,0.0018854253327384857,1.0665827253580287,-0.008431113170148136,865,865.0
all_equal,joint,,7.425,0.0019413030259088752,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.43,0.0018997941434356728,0.972012751691284,0.0006666265377000824,865,865.0
all_equal,SiC_15deg,15.0,7.43,0.0018837492495133333,1.0681549228330232,-0.008718068781730703,865,865.0
all_equal,joint,,7.43,0.001891771696474503,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.435,0.0018042740518495566,0.9757751843441337,-1.555263834862597e-05,865,865.0
all_equal,SiC_15deg,15.0,7.435,0.0018911082489659605,1.0695489791731667,-0.008972709326131284,865,865.0
all_equal,joint,,7.435,0.0018476911504077586,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.44,0.0017111900277020846,0.9793784538064403,-0.0006688942551750787,865,865.0
all_equal,SiC_15deg,15.0,7.44,0.001907435404902543,1.0707618166687671,-0.009194480513304903,865,865.0
all_equal,joint,,7.44,0.0018093127163023139,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.445,0.0016212186572976202,0.9828162607671125,-0.0012922630649079558,865,865.0
all_equal,SiC_15deg,15.0,7.445,0.0019325214289521383,1.0717906182052859,-0.009382875686118619,865,865.0
all_equal,joint,,7.445,0.0017768700431248794,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.45,0.0015351624559272305,0.9860824924329232,-0.001884557888036792,865,865.0
all_equal,SiC_15deg,15.0,7.45,0.0019660297017147174,1.0726328392413216,-0.009537437962173795,865,865.0
all_equal,joint,,7.45,0.001750596078820974,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.455,0.001453968032043555,0.9891712376262204,-0.0024447143138826566,865,865.0
all_equal,SiC_15deg,15.0,7.455,0.0020075183710776138,1.0732862188670615,-0.009657762206181891,865,865.0
all_equal,joint,,7.455,0.0017307432015605843,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.46,0.0013787393810132116,0.9920768014052725,-0.0029717073120147652,865,865.0
all_equal,SiC_15deg,15.0,7.46,0.002056466361948103,1.0737487898771378,-0.009743496821118608,865,865.0
all_equal,joint,,7.46,0.001717602871480657,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.465,0.001310739337337244,0.9947937191952411,-0.0034645537526452608,865,865.0
all_equal,SiC_15deg,15.0,7.465,0.0021123001110772564,1.074018887805662,-0.009794345348917238,865,865.0
all_equal,joint,,7.465,0.0017115197242072503,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.47,0.0012513689390813822,0.9973167704282263,-0.003922314835955593,865,865.0
all_equal,SiC_15deg,15.0,7.47,0.0021744184098745666,1.0740951588856549,-0.009810067874096884,865,865.0
all_equal,joint,,7.47,0.0017128936744779744,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.475,0.0012021123441892435,0.9996409917005274,-0.004344098432084331,865,865.0
all_equal,SiC_15deg,15.0,7.475,0.002242213622185394,1.0739765669096708,-0.00979048222638676,865,865.0
all_equal,joint,,7.475,0.001722162983187319,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.48,0.0011644371530205061,1.0017616894637977,-0.0047290613350791655,865,865.0
all_equal,SiC_15deg,15.0,7.48,0.0023150884571559705,1.0736623989829173,-0.009735464981052044,865,865.0
all_equal,joint,,7.48,0.0017397628050882382,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.485,0.0011396504421337013,1.0036744522739462,-0.005076411435430861,865,865.0
all_equal,SiC_15deg,15.0,7.485,0.0023924682243718054,1.073152270174214,-0.009644952258186484,865,865.0
all_equal,joint,,7.485,0.0017660593332527535,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.49,0.0011287305180790613,1.005375162627128,-0.00538540981682209,865,865.0
all_equal,SiC_15deg,15.0,7.49,0.0024738089981135494,1.0724461270833558,-0.009518940324646119,865,865.0
all_equal,joint,,7.49,0.0018012697580963052,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.495,0.0011321761543958524,1.0068600084157495,-0.005655372783386486,865,865.0
all_equal,SiC_15deg,15.0,7.495,0.0025586023772917513,1.0715442503556518,-0.009357486004520355,865,865.0
all_equal,joint,,7.495,0.0018453892658438018,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.5,0.0011499231426762315,1.0081254940389697,-0.005885673824068877,865,865.0
all_equal,SiC_15deg,15.0,7.5,0.0026463776020810657,1.0704472561851652,-0.009160706905992078,865,865.0
all_equal,joint,,7.5,0.0018981503723786485,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.505,0.0011813597616309463,1.0091684512014962,-0.006075745520563947,865,865.0
all_equal,SiC_15deg,15.0,7.505,0.0027367017440310232,1.0691560968573735,-0.008928781474108138,865,865.0
all_equal,joint,,7.505,0.0019590307528309847,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.51,0.0012254346599369116,1.0099860494315682,-0.006225081404791305,865,865.0
all_equal,SiC_15deg,15.0,7.51,0.002829178581115708,1.0676720603893086,-0.008661948880314602,865,865.0
all_equal,joint,,7.51,0.0020273066205263096,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.515,0.001280816911648689,1.0105758063438337,-0.006333237770929756,865,865.0
all_equal,SiC_15deg,15.0,7.515,0.0029234466437711463,1.0659967693305814,-0.008360508760575647,865,865.0
all_equal,joint,,7.515,0.002102131777709918,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.52,0.0013460587386836607,1.0109355976654553,-0.006399835445700691,865,865.0
all_equal,SiC_15deg,15.0,7.52,0.003019176797113007,1.0641321787919484,-0.008024820814482081,865,865.0
all_equal,joint,,7.52,0.002182617767898334,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.525,0.0014197256687689557,1.0110636670343378,-0.00642456151887727,865,865.0
all_equal,SiC_15deg,15.0,7.525,0.0031160696203665047,1.0620805737692076,-0.007655304277951608,865,865.0
all_equal,joint,,7.525,0.0022678976445677304,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.53,0.0015004812202840969,1.0109586355670692,-0.006407171033946307,865,865.0
all_equal,SiC_15deg,15.0,7.53,0.003213852761040594,1.0598445658290954,-0.007252437281910357,865,865.0
all_equal,joint,,7.53,0.002357166990662345,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.535,0.0015871300731714758,1.0106195111812653,-0.006347488636502474,865,865.0
all_equal,SiC_15deg,15.0,7.535,0.0033122783779046773,1.0574270892207915,-0.006816756108779187,865,865.0
all_equal,joint,,7.535,0.0024497042255380765,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.54,0.0016786310798670913,1.0100456976427943,-0.006245410175371335,865,865.0
all_equal,SiC_15deg,15.0,7.54,0.003411120740605064,1.0548313964714795,-0.006348854357635936,865,865.0
all_equal,joint,,7.54,0.0025448759102360773,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.545,0.0017740918951707257,1.0092370032932765,-0.0061009042487094045,865,865.0
all_equal,SiC_15deg,15.0,7.545,0.0035101740213695077,1.0520610535175234,-0.00584938202766111,865,865.0
all_equal,joint,,7.545,0.0026421329582701166,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.55,0.0018727543177099316,1.0081936493976462,-0.005914013684486019,865,865.0
all_equal,SiC_15deg,15.0,7.55,0.0036092502924034947,1.0491199344143787,-0.005319044527925171,865,865.0
all_equal,joint,,7.55,0.002741002305056713,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.555,0.0019739762519718237,1.0069162780359167,-0.005684856941896382,865,865.0
all_equal,SiC_15deg,15.0,7.555,0.0037081777284744682,1.0460122156585399,-0.0047586016197745384,865,865.0
all_equal,joint,,7.555,0.002841076990223146,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.56,0.0020772136419373744,1.0054059594480924,-0.0054136294174775,865,865.0
all_equal,SiC_15deg,15.0,7.56,0.003806799005568939,1.0427423701441416,-0.00416886629611532,865,865.0
all_equal,joint,,7.56,0.0029420063237531563,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.565,0.002182004013060259,1.0036641987268824,-0.005100604637084172,865,865.0
all_equal,SiC_15deg,15.0,7.565,0.003904969881687997,1.03931516076538,-0.003550703599793148,865,865.0
all_equal,joint,,7.565,0.003043486947374128,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.57,0.0022879522403778853,1.001692941739987,-0.0047461353125162475,865,865.0
all_equal,SiC_15deg,15.0,7.57,0.00400255794356539,1.035735633664283,-0.002905029381133073,865,865.0
all_equal,joint,,7.57,0.0031452550919716382,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.575,0.002394718614718766,0.9994945801527257,-0.004350654239563767,865,865.0
all_equal,SiC_15deg,15.0,7.575,0.004099441502453216,1.0320091111117602,-0.0022328089925735817,865,865.0
all_equal,joint,,7.575,0.003247080058585991,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.58,0.002502009020767586,0.9970719554130748,-0.0039146750126211605,865,865.0
all_equal,SiC_15deg,15.0,7.58,0.004195508622496048,1.0281411839987646,-0.001535055916289968,865,865.0
all_equal,joint,,7.58,0.0033487588216318176,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.585,0.0026095669431930287,0.9944283615552069,-0.0034387925299045052,865,865.0
all_equal,SiC_15deg,15.0,7.585,0.0042906562661801095,1.0241377039041206,-0.0008128303188094377,865,865.0
all_equal,joint,,7.585,0.003450111604686569,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.59,0.002717167002101151,0.9915675466746727,-0.002923683262724075,865,865.0
all_equal,SiC_15deg,15.0,7.59,0.004384789542612968,1.0200047746965228,-6.723752495055302e-05,865,865.0
all_equal,joint,,7.59,0.003550978272357059,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.595,0.002824609742212811,0.9884937129287689,-0.0023701052622998875,865,865.0
all_equal,SiC_15deg,15.0,7.595,0.00447782104577828,1.0157487436206158,0.0007005735979876415,865,865.0
all_equal,joint,,7.595,0.0036512153939955456,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.6,0.002931717437511781,0.9852115149194973,-0.0017788978782585507,865,865.0
all_equal,SiC_15deg,15.0,7.6,0.0045696702713033405,1.011376191811364,0.0014894123559254513,865,865.0
all_equal,joint,,7.6,0.003750693854407561,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.605,0.0030383307127419003,0.9817260563240464,-0.0011509811642699264,865,865.0
all_equal,SiC_15deg,15.0,7.605,0.004660263101606399,1.006893924177169,0.0022980480544410598,865,865.0
all_equal,joint,,7.605,0.0038492969071741495,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.61,0.003144305819663702,0.9780428846488441,-0.00048735494824841963,865,865.0
all_equal,SiC_15deg,15.0,7.61,0.004749531350518539,1.0023089585907292,0.0031252119470938644,865,865.0
all_equal,joint,,7.61,0.003946918585091121,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.615,0.0032495124374419394,0.9741679839978734,0.0002109024528485215,865,865.0
all_equal,SiC_15deg,15.0,7.615,0.004837412359585182,0.9976285143275,0.003969599316652611,865,865.0
all_equal,joint,,7.615,0.004043462398513561,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.62,0.0033538318926222945,0.9701077657639868,0.0009426358903683318,865,865.0
all_equal,SiC_15deg,15.0,7.62,0.004923848639239462,0.9928599996948982,0.004829871699681604,865,865.0
all_equal,joint,,7.62,0.004138840265930878,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.625,0.003457155715311546,0.9658690571729829,0.0017066154264358535,865,865.0
all_equal,SiC_15deg,15.0,7.625,0.005008787548909924,0.9880109988010867,0.005704659263937206,865,865.0
all_equal,joint,,7.625,0.004232971632110736,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.63,0.0035593844651016803,0.9614590876340271,0.0025015387702544134,865,865.0
all_equal,SiC_15deg,15.0,7.63,0.005092181010884304,0.9830892574201826,0.006592563346601077,865,865.0
all_equal,joint,,7.63,0.0043257827379929925,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.635,0.0036604267737190507,0.9568854728759691,0.003326034112271725,865,865.0
all_equal,SiC_15deg,15.0,7.635,0.005173985253411506,0.9781026679209608,0.007492159159548012,865,865.0
all_equal,joint,,7.635,0.004417206013565278,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.64,0.003760198562008252,0.9521561968768673,0.004178663355253798,865,865.0
all_equal,SiC_15deg,15.0,7.64,0.0052541605790958346,0.9730592532383111,0.008401998665662075,865,865.0
all_equal,joint,,7.64,0.004507179570552043,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.645,0.003858622397255654,0.9472795916229031,0.00505792573610786,865,865.0
all_equal,SiC_15deg,15.0,7.645,0.005332671155133034,0.9679671498806134,0.009320613627713692,865,865.0
all_equal,joint,,7.645,0.004595646776194344,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.65,0.003955626963492386,0.9422643147622362,0.005962261827000603,865,865.0
all_equal,SiC_15deg,15.0,7.65,0.005409484822366528,0.96283458998153,0.01024651882854763,865,865.0
all_equal,joint,,7.65,0.004682555892929457,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.655,0.004051146622671713,0.9371193252486718,0.006890057899024554,865,865.0
all_equal,SiC_15deg,15.0,7.655,0.0054845729205148545,0.9576698824210709,0.011178215458384766,865,865.0
all_equal,joint,,7.655,0.004767859771593283,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.66,0.004145121048792706,0.9318538570984657,0.007839650626524641,865,865.0
all_equal,SiC_15deg,15.0,7.66,0.005557910127246487,0.9524813930577887,0.012114194661964728,865,865.0
all_equal,joint,,7.66,0.004851515588019597,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.665,0.004237494920375811,0.9264773914107524,0.008809332105282897,865,865.0
all_equal,SiC_15deg,15.0,7.665,0.00562947430906242,0.9472775241312512,0.013052941235135146,865,865.0
all_equal,joint,,7.665,0.004933484614719116,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.67,0.004328217659372375,0.9209996268271761,0.009797355153214449,865,865.0
all_equal,SiC_15deg,15.0,7.67,0.005699246382198725,0.942066692910981,0.013992937457402432,865,865.0
all_equal,joint,,7.67,0.00501373202078555,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.675,0.0044172432067505355,0.9154304486288903,0.010801938858129162,865,865.0
all_equal,SiC_15deg,15.0,7.675,0.005767210181984194,0.9368573096845528,0.014932667043969089,865,865.0
all_equal,joint,,7.675,0.005092226694367364,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.68,0.004504529826756456,0.9097798966886635,0.011821274333557008,865,865.0
all_equal,SiC_15deg,15.0,7.68,0.00583335233928811,0.9316577551930049,0.0158706191979745,865,865.0
all_equal,joint,,7.68,0.0051689410830222824,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.685,0.004590039933287728,0.9040581325119509,0.012853530640695082,865,865.0
all_equal,SiC_15deg,15.0,7.685,0.005897662162873551,0.9264763576358183,0.01680529274108883,865,865.0
all_equal,joint,,7.685,0.00524385104808064,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.69,0.0046737399330019315,0.8982754056132186,0.013896860832258467,865,865.0
all_equal,SiC_15deg,15.0,7.69,0.005960131526635127,0.9213213693801029,0.01773520029835382,865,865.0
all_equal,joint,,7.69,0.005316935729818529,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.695,0.004755600080768613,0.8924420194822537,0.014949408072460146,865,865.0
all_equal,SiC_15deg,15.0,7.695,0.006020754760849525,0.9162009435190013,0.01865887251126469,865,865.0
all_equal,joint,,7.695,0.005388177420809068,,,1730,1730.0
all_equal,SiC_10deg,10.0,7.7,0.004835594343897835,0.886568297399595,0.016009311786510744,865,865.0
all_equal,SiC_15deg,15.0,7.7,0.006079528546704174,0.9111231104324624,0.019574862251591496,865,865.0
all_equal,joint,,7.7,0.005457561445301005,,,1730,1730.0
frequency_screened,SiC_10deg,10.0,7.2,0.0054151151001443805,0.822644860484266,0.027780880557434745,519,519.0
frequency_screened,SiC_15deg,15.0,7.2,0.0013889755486641434,-0.8824147322917916,0.3598678896969081,173,173.0
frequency_screened,joint,,7.2,0.004408580212274321,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.205,0.005369035353578092,0.8251352145183298,0.02733086223318615,519,519.0
frequency_screened,SiC_15deg,15.0,7.205,0.0014217148367610913,-0.8554303809220029,0.3547973391755197,173,173.0
frequency_screened,joint,,7.205,0.004382205224373842,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.21,0.005321723684181648,0.8276666287245945,0.026873202903177934,519,519.0
frequency_screened,SiC_15deg,15.0,7.21,0.0014577226825968923,-0.8243715216228164,0.3489620945914051,173,173.0
frequency_screened,joint,,7.21,0.0043557234337854595,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.215,0.005273160019561157,0.8302392782902518,0.026407876732185448,519,519.0
frequency_screened,SiC_15deg,15.0,7.215,0.0014960773264397773,-0.7895263004685981,0.3424162426273978,173,173.0
frequency_screened,joint,,7.215,0.004328889346280812,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.22,0.005223324757874974,0.8328532979053281,0.025934865729988626,519,519.0
frequency_screened,SiC_15deg,15.0,7.22,0.0015358793887838798,-0.7512190843938108,0.3352206573347032,173,173.0
frequency_screened,joint,,7.22,0.004301463415602201,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.225,0.005172198852529642,0.8355087716523236,0.025454161543397413,519,519.0
frequency_screened,SiC_15deg,15.0,7.225,0.0015762801039837253,-0.7098015151708503,0.3274413220769485,173,173.0
frequency_screened,joint,,7.225,0.004273219165393163,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.23,0.005119763903673085,0.8382057225929724,0.024965767301580177,519,519.0
frequency_screened,SiC_15deg,15.0,7.23,0.0016165002701909019,-0.6656430013468461,0.3191475462406269,173,173.0
frequency_screened,joint,,7.23,0.0042439479953025406,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.235,0.005066002256452806,0.8409441021540344,0.024469699496476732,519,519.0
frequency_screened,SiC_15deg,15.0,7.235,0.0016558412873554152,-0.6191211675974033,0.3104101741340067,173,173.0
frequency_screened,joint,,7.235,0.004213462014178458,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.24,0.0050108971059950455,0.8437237794175683,0.023965989879435046,519,519.0
frequency_screened,SiC_15deg,15.0,7.24,0.0016936899379596483,-0.5706127388547833,0.30129987558972077,173,173.0
frequency_screened,joint,,7.24,0.004181595313986196,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.245,0.004954432609058444,0.8465445304233857,0.023454687354801163,519,519.0
frequency_screened,SiC_15deg,15.0,7.245,0.0017295185053590259,-0.5204852598978543,0.29188559339813863,173,173.0
frequency_screened,joint,,7.245,0.004148204083133589,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.25,0.004896594002322838,0.8494060275923854,0.022935859851001217,519,519.0
frequency_screened,SiC_15deg,15.0,7.25,0.0017628816032908721,-0.46908995193745623,0.2822332040966035,173,173.0
frequency_screened,joint,,7.25,0.004113165902564846,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.255,0.004837367727292835,0.8523078293792492,0.022409596149688432,519,519.0
frequency_screened,SiC_15deg,15.0,7.255,0.0017934108235048984,-0.41675589907256594,0.2724044282580576,173,173.0
frequency_screened,joint,,7.255,0.0040763785013458505,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.26,0.004776741561827596,0.8552493702615689,0.021876007653771484,519,519.0
frequency_screened,SiC_15deg,15.0,7.26,0.0018208080568923577,-0.3637856512365843,0.26245600649436757,173,173.0
frequency_screened,joint,,7.26,0.004037758185593787,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.265,0.00471470475835478,0.8582299511699789,0.02133523007558194,519,519.0
