dataset,angle_deg,contrast_delta_n,thickness_um,affine_rmse,affine_scale,affine_offset
SiC_10deg,10.0,0.0,5.98,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.0,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.02,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.04,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.0600000000000005,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.08,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.1,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.12,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.140000000000001,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.16,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.18,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.2,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.220000000000001,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.24,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.26,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.28,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.300000000000001,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.32,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.34,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.359999999999999,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.38,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.4,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.42,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.4399999999999995,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.46,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.48,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.5,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.52,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.54,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.5600000000000005,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.58,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.6,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.62,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.640000000000001,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.66,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.68,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.7,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.720000000000001,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.74,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.76,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.78,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.800000000000001,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.82,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.84,0.004056916762450546,1.5019208546271414,-0.21298437906416537
SiC_10deg,10.0,0.0,6.859999999999999,0.004056916762450546,1.5019208546271414,-0.21298437906416537
