dataset,angle_deg,thickness_um,affine_rmse,affine_scale,affine_offset
SiC_15deg,15.0,4.3,0.005842604827707355,0.8154457161685476,0.0368979647651869
SiC_15deg,15.0,4.32,0.005829653496338225,0.8186588810294477,0.03629316252245357
SiC_15deg,15.0,4.34,0.005817179597709945,0.8226350144204383,0.0355505395383496
SiC_15deg,15.0,4.36,0.005805543604039816,0.8273749393580287,0.034670443230541824
SiC_15deg,15.0,4.38,0.005795050872564449,0.8328641497368113,0.033655872850321115
SiC_15deg,15.0,4.4,0.005785915200932953,0.8390750681232655,0.032512054672835654
SiC_15deg,15.0,4.42,0.005778219573346123,0.8459708722773692,0.03124574014205345
SiC_15deg,15.0,4.4399999999999995,0.005771882848135685,0.8535098388756063,0.029864418108988947
SiC_15deg,15.0,4.46,0.005766641929474241,0.8616489469046028,0.028375669582922147
SiC_15deg,15.0,4.48,0.0057620574300197205,0.8703455354911581,0.026786883667097545
SiC_15deg,15.0,4.5,0.00575754701958089,0.8795561625635759,0.025105489137697976
SiC_15deg,15.0,4.52,0.005752445289519155,0.8892324398806432,0.023339741503747992
SiC_15deg,15.0,4.54,0.005746083278064585,0.8993144257888732,0.021499958767543195
SiC_15deg,15.0,4.5600000000000005,0.005737876164056281,0.9097229675149335,0.01959995176377361
SiC_15deg,15.0,4.58,0.005727405128900039,0.9203529885177696,0.01765828518423789
SiC_15deg,15.0,4.6,0.005714479566193773,0.9310699102866038,0.01569896991414119
SiC_15deg,15.0,4.62,0.005699168710379153,0.9417110408930705,0.01375125159990733
SiC_15deg,15.0,4.640000000000001,0.005681796962896337,0.9520928301060055,0.011848328914627976
SiC_15deg,15.0,4.66,0.005662903947242553,0.9620235217923692,0.010025082851085861
SiC_15deg,15.0,4.68,0.0056431774183497195,0.9713192465956972,0.008315168284160703
SiC_15deg,15.0,4.7,0.005623372934829313,0.9798204377718022,0.006748030412130134
SiC_15deg,15.0,4.72,0.0056042368734730355,0.9874050578188012,0.00534648225993161
SiC_15deg,15.0,4.74,0.005586447661160845,0.9939957316134549,0.0041253715828372525
SiC_15deg,15.0,4.76,0.005570584077278506,0.9995593859088472,0.0030915949903885164
SiC_15deg,15.0,4.78,0.005557120841639199,1.004099941213431,0.0022453655526664235
SiC_15deg,15.0,4.8,0.005546443293612234,1.0076463609239759,0.0015823213385097567
SiC_15deg,15.0,4.82,0.00553886763264507,1.0102393877718177,0.0010958755361882623
SiC_15deg,15.0,4.84,0.005534652632152634,1.0119203287556489,0.0007792018353591366
SiC_15deg,15.0,4.86,0.00553399297520862,1.012724365508022,0.0006264079768002859
SiC_15deg,15.0,4.88,0.005536991901180104,1.0126793988846496,0.0006327160729953114
SiC_15deg,15.0,4.9,0.005543619306891349,1.0118098242896698,0.0007937606423514546
SiC_15deg,15.0,4.92,0.005553668220649777,1.010143300497208,0.0011043572226396338
SiC_15deg,15.0,4.9399999999999995,0.005566725521946679,1.0077178424722766,0.0015572268633942405
SiC_15deg,15.0,4.96,0.005582170833242215,1.0045866066814417,0.0021421538485455753
SiC_15deg,15.0,4.98,0.005599211081840171,1.000818521055344,0.002845910224590412
SiC_15deg,15.0,5.0,0.005616949235619893,0.9964942142728164,0.0036530427134737215
SiC_15deg,15.0,5.02,0.005634476945361246,0.9916981395878368,0.004547355039597864
SiC_15deg,15.0,5.04,0.005650974887436449,0.9865089425939818,0.005513709008887458
SiC_15deg,15.0,5.0600000000000005,0.005665802972259576,0.9809906581305723,0.006539671107194451
SiC_15deg,15.0,5.08,0.005678565256810316,0.975187103021173,0.007616572254658615
SiC_15deg,15.0,5.1,0.005689140192327826,0.9691209486170117,0.008739709784795916
SiC_15deg,15.0,5.12,0.005697674049208262,0.9627976823743537,0.009907652899850218
SiC_15deg,15.0,5.140000000000001,0.005704542327784713,0.9562133666599878,0.011120849293140375
SiC_15deg,15.0,5.16,0.005710289334553939,0.9493641342057584,0.012379906447131573
SiC_15deg,15.0,5.18,0.005715558918850547,0.942254981442208,0.013683989789753635
SiC_15deg,15.0,5.2,0.005721029142419321,0.9349057205649424,0.01502972589133743
SiC_15deg,15.0,5.220000000000001,0.005727360543125995,0.9273528163811522,0.01641084265697194
SiC_15deg,15.0,5.24,0.005735162530353123,0.9196469872149671,0.017818570202377235
SiC_15deg,15.0,5.26,0.005744976768951796,0.9118475428583139,0.019242628550014927
SiC_15deg,15.0,5.28,0.005757271779065852,0.9040151697848716,0.020672495050758265
SiC_15deg,15.0,5.300000000000001,0.005772440631626263,0.8962051000227019,0.02209860345887301
SiC_15deg,15.0,5.32,0.0057907940349897265,0.8884623278121747,0.023513175648104918
SiC_15deg,15.0,5.34,0.005812543952364237,0.8808199067996784,0.024910500947854314
SiC_15deg,15.0,5.359999999999999,0.0058377772097356435,0.8733005651482321,0.02628662176417197
SiC_15deg,15.0,5.38,0.005866423091625757,0.8659211055082129,0.027638523327887764
SiC_15deg,15.0,5.4,0.0058982224200618254,0.8586984606285081,0.02896303296521784
SiC_15deg,15.0,5.42,0.00593270708559444,0.8516559535996329,0.030255691994849395
SiC_15deg,15.0,5.4399999999999995,0.005969197974424041,0.8448283130257772,0.03150986236210012
SiC_15deg,15.0,5.46,0.00600682591737733,0.8382643097775909,0.03271627195790415
SiC_15deg,15.0,5.48,0.006044575555270542,0.8320264426499732,0.033863100227208814
SiC_15deg,15.0,5.5,0.0060813471842181685,0.8261877771074374,0.0349365825676592
SiC_15deg,15.0,5.52,0.0061160280250578975,0.8208266742081455,0.03592199730701604
SiC_15deg,15.0,5.54,0.006147562819974822,0.8160205855321492,0.036804819941993416
SiC_15deg,15.0,5.5600000000000005,0.0061750143746599935,0.8118402368553519,0.03757180336159898
SiC_15deg,15.0,5.58,0.00619760717555927,0.8083453587738483,0.0382117732850742
SiC_15deg,15.0,5.6,0.0062147506935289485,0.8055827042482641,0.03871600443699524
SiC_15deg,15.0,5.62,0.006226042572225368,0.8035865338567713,0.03907814452643239
SiC_15deg,15.0,5.640000000000001,0.006231254913437818,0.8023811848830532,0.03929375539247079
SiC_15deg,15.0,5.66,0.006230308899117392,0.801984896934302,0.03935962092291431
SiC_15deg,15.0,5.68,0.0062232438572402725,0.8024138370438432,0.03927301297888292
SiC_15deg,15.0,5.7,0.0062101865981509016,0.8036852914603064,0.039031102383713455
SiC_15deg,15.0,5.720000000000001,0.006191325584171163,0.8058192496962507,0.03863065565704135
SiC_15deg,15.0,5.74,0.006166892547282586,0.8088380245561714,0.038068082946340745
SiC_15deg,15.0,5.76,0.006137151940311763,0.8127640216651945,0.03733981794564783
SiC_15deg,15.0,5.78,0.006102396538612726,0.8176161820953546,0.03644293653264427
SiC_15deg,15.0,5.800000000000001,0.006062946000014774,0.8234058865488885,0.035375872841703494
SiC_15deg,15.0,5.82,0.006019144524268603,0.8301331864015747,0.03413907733760773
SiC_15deg,15.0,5.84,0.005971354063938753,0.8377841160328859,0.032735481238484826
SiC_15deg,15.0,5.859999999999999,0.005919940810126137,0.8463295747042795,0.03117067961673304
SiC_15deg,15.0,5.88,0.0058652547452270574,0.8557258966123806,0.02945281237563224
SiC_15deg,15.0,5.9,0.0058076046024154865,0.8659168186101471,0.027592196463091263
SiC_15deg,15.0,5.92,0.0057472331129943405,0.8768361810560434,0.025600830545863547
SiC_15deg,15.0,5.9399999999999995,0.005684299336348873,0.8884104414024606,0.023491939755761533
SiC_15deg,15.0,5.96,0.005618875504478774,0.9005600234217515,0.021279738263695377
SiC_15deg,15.0,5.98,0.005550964691752737,0.9131987242031397,0.01897955100130131
SiC_15deg,15.0,6.0,0.005480542634373062,0.9262308612682477,0.016608351954447563
SiC_15deg,15.0,6.02,0.005407622562401227,0.9395464959340922,0.01418565739874272
SiC_15deg,15.0,6.04,0.005332336805151297,0.9530157755413468,0.011734583848156331
SiC_15deg,15.0,6.0600000000000005,0.0052550242627431056,0.9664840062219522,0.009282776847318486
SiC_15deg,15.0,6.08,0.005176309656705665,0.979769305320023,0.006862873241190098
SiC_15deg,15.0,6.1,0.005097159614300928,0.9926644462792565,0.004512201940538938
SiC_15deg,15.0,6.12,0.005018902605963101,1.0049437638063685,0.0022715628381693204
SiC_15deg,15.0,6.140000000000001,0.004943204617037926,1.0163748459413802,0.00018313015817972766
SiC_15deg,15.0,6.16,0.0048719996831183285,1.026733468733783,-0.0017122429363056607
SiC_15deg,15.0,6.18,0.004807382778957156,1.035819199722472,-0.0033778542791508175
SiC_15deg,15.0,6.2,0.004751479997965033,1.043468672324663,-0.004783574725179394
SiC_15deg,15.0,6.220000000000001,0.004706315161568161,1.0495639252162237,-0.005907389067263964
SiC_15deg,15.0,6.24,0.00467369123643265,1.0540343528747937,-0.006735789718771702
SiC_15deg,15.0,6.26,0.004655099122414665,1.0568523937403507,-0.007263042209291254
SiC_15deg,15.0,6.28,0.004651657497690751,1.0580246000301643,-0.007489616130671347
SiC_15deg,15.0,6.300000000000001,0.00466407893693934,1.0575807288124441,-0.007420255892314329
SiC_15deg,15.0,6.32,0.0046926528534943475,1.0555637066737775,-0.00706220492671062
SiC_15deg,15.0,6.34,0.004737236618958888,1.0520227551560208,-0.006423995337509213
SiC_15deg,15.0,6.359999999999999,0.004797251576944863,1.0470108496543105,-0.005515013563294734
SiC_15deg,15.0,6.38,0.004871687597397599,1.0405863682093799,-0.004345814408939462
SiC_15deg,15.0,6.4,0.004959124729469084,1.0328176258858048,-0.0029289457278197767
SiC_15deg,15.0,6.42,0.005057780921519915,1.0237882698986043,-0.0012799159999833123
SiC_15deg,15.0,6.4399999999999995,0.005165590358074424,1.0136013891066302,0.0005820840030458817
SiC_15deg,15.0,6.46,0.005280309509501216,1.002380671600331,0.0026340059166296524
SiC_15deg,15.0,6.48,0.0053996404315372806,0.9902678698594527,0.004849446089538292
SiC_15deg,15.0,6.5,0.005521355899522829,0.9774169269266885,0.007199757383056845
SiC_15deg,15.0,6.52,0.0056434100687725005,0.9639860594943348,0.009655531119464059
SiC_15deg,15.0,6.54,0.005764021399424852,0.9501296218213424,0.012188114501226912
SiC_15deg,15.0,6.5600000000000005,0.0058817202609971544,0.9359915626625428,0.014770831931379402
SiC_15deg,15.0,6.58,0.005995360152893501,0.9217017780950173,0.01737967223090383
SiC_15deg,15.0,6.6,0.006104097237746661,0.9073758379706237,0.019993354483077402
SiC_15deg,15.0,6.62,0.006207346831217773,0.8931176764804734,0.02259284691907379
SiC_15deg,15.0,6.640000000000001,0.006304727195639281,0.8790241355662025,0.025160540984776446
SiC_15deg,15.0,6.66,0.00639600053928682,0.86518990893821,0.027679344833689844
SiC_15deg,15.0,6.68,0.006481018994652712,0.8517115161557872,0.030131945905445837
SiC_15deg,15.0,6.7,0.006559680236563552,0.8386893796776129,0.032500412106130534
SiC_15deg,15.0,6.720000000000001,0.006631894095339543,0.8262277242551044,0.03476618417331312
SiC_15deg,15.0,6.74,0.00669755874792321,0.8144326650157544,0.03691039471070732
SiC_15deg,15.0,6.76,0.006756543338113906,0.8034093176906208,0.038914364722863116
SiC_15deg,15.0,6.78,0.00680867337343413,0.7932589461723484,0.04076009535751921
SiC_15deg,15.0,6.800000000000001,0.006853715837564897,0.7840770483418087,0.04243059292970308
SiC_15deg,15.0,6.82,0.006891362282943715,0.77595293968781,0.043909926765471056
SiC_15deg,15.0,6.84,0.006921209777927208,0.7689709370678418,0.04518300185381082
SiC_15deg,15.0,6.859999999999999,0.006942741061408694,0.7632127881194092,0.04623511073454726
SiC_15deg,15.0,6.88,0.006955306300413048,0.758760630968996,0.04705139414500295
SiC_15deg,15.0,6.9,0.006958109289541172,0.7556995686936033,0.04761637595089483
SiC_15deg,15.0,6.92,0.006950200755483301,0.7541189352262699,0.047913739029821344
SiC_15deg,15.0,6.9399999999999995,0.006930480746602437,0.7541115127780299,0.047926475315788
SiC_15deg,15.0,6.96,0.006897711109273154,0.7557703012104914,0.04763748140363305
SiC_15deg,15.0,6.98,0.006850538037605909,0.7591828737292158,0.04703059251604729
SiC_15deg,15.0,7.0,0.006787523860451631,0.764423798791749,0.04609196715061365
SiC_15deg,15.0,7.0200000000000005,0.006707186728817065,0.7715459816857976,0.044811667460505494
SiC_15deg,15.0,7.04,0.006608046687873055,0.7805720134332935,0.04318523848276918
SiC_15deg,15.0,7.0600000000000005,0.006488676661442311,0.7914866698654238,0.041215079730501085
SiC_15deg,15.0,7.08,0.006347757027825063,0.8042315706205101,0.03891142692130515
SiC_15deg,15.0,7.1,0.006184132688743494,0.8187027042479887,0.03629281639119492
SiC_15deg,15.0,7.12,0.005996871935061349,0.8347510930090499,0.03338598253439724
SiC_15deg,15.0,7.14,0.005785327241680988,0.8521863737765389,0.030225227871505382
SiC_15deg,15.0,7.16,0.005549199711377915,0.8707825958988658,0.026851390680373136
SiC_15deg,15.0,7.18,0.005288611585878402,0.8902851822622835,0.023310598795748507
SiC_15deg,15.0,7.2,0.005004195436998064,0.9104178574104773,0.019653023840371917
SiC_15deg,15.0,7.22,0.004697214934079049,0.9308884708065313,0.01593182801510562
SiC_15deg,15.0,7.24,0.004369741677665477,0.9513930264587493,0.012202426963384413
SiC_15deg,15.0,7.26,0.0040249280453372146,0.9716177950060872,0.00852209092800071
SiC_15deg,15.0,7.28,0.003667442003457982,0.9912400004230075,0.004949795866314478
SiC_15deg,15.0,7.3,0.0033041728079105477,1.0099280908278263,0.0015461433743745284
SiC_15deg,15.0,7.32,0.002945376264735348,1.0273428907874673,-0.0016268832123050739
SiC_15deg,15.0,7.34,0.0026064543471936443,1.0431409104835394,-0.004506554729282552
SiC_15deg,15.0,7.36,0.0023102929854968346,1.056980742438966,-0.0070305895827113595
SiC_15deg,15.0,7.38,0.0020886873372844513,1.0685328693910348,-0.009138960035054029
SiC_15deg,15.0,7.4,0.001978020470265392,1.0774924642072252,-0.010776232363433589
SiC_15deg,15.0,7.42,0.0020038435537301077,1.0835940582564825,-0.011894234723065179
SiC_15deg,15.0,7.44,0.0021636570550467313,1.0866264717294298,-0.012454759961804082
SiC_15deg,15.0,7.46,0.00242936864253072,1.086446277751818,-0.01243198992694963
SiC_15deg,15.0,7.48,0.0027656052239703756,1.0829883528749709,-0.011814380294773113
SiC_15deg,15.0,7.5,0.003142516714345886,1.0762726607238775,-0.010605854253754701
SiC_15deg,15.0,7.5200000000000005,0.00353840219783777,1.066407119966694,-0.008826282320631706
SiC_15deg,15.0,7.54,0.003938089368232093,1.0535869729515042,-0.006511328683047523
SiC_15deg,15.0,7.5600000000000005,0.004330907479384486,1.0380913005951242,-0.00371178592746433
SiC_15deg,15.0,7.58,0.004709228249401714,1.0202771655924114,-0.0004924895276321398
SiC_15deg,15.0,7.6000000000000005,0.005067547519823699,1.0005714268070953,0.003069177606851174
SiC_15deg,15.0,7.62,0.0054019223469768726,0.9794598035898429,0.006885266198039857
SiC_15deg,15.0,7.64,0.005709618614754101,0.957472561058208,0.010859842545030697
SiC_15deg,15.0,7.66,0.005988878427322463,0.9351664219760594,0.01489224577192697
SiC_15deg,15.0,7.68,0.006238753422760392,0.9131029850270954,0.018880973716002235
SiC_15deg,15.0,7.7,0.006458972485240386,0.8918248385705504,0.022727986264015645
SiC_15deg,15.0,7.72,0.006649826152198162,0.8718313785338585,0.026343065784686415
SiC_15deg,15.0,7.74,0.00681205914179597,0.8535567645742864,0.02964779584302702
SiC_15deg,15.0,7.76,0.006946768574554504,0.8373523264762964,0.03257873981815961
SiC_15deg,15.0,7.78,0.007055309197484349,0.8234751132221699,0.03508951173097724
SiC_15deg,15.0,7.8,0.0071392084928580115,0.8120833688650647,0.037151595120307135
SiC_15deg,15.0,7.82,0.007200094368438512,0.8032387807442144,0.03875393555645755
SiC_15deg,15.0,7.84,0.007239636831074035,0.79691457899573,0.03990147168234197
SiC_15deg,15.0,7.86,0.007259503401814878,0.7930080651628036,0.04061286139727677
SiC_15deg,15.0,7.88,0.007261326695208355,0.7913559081740464,0.040917704339954966
SiC_15deg,15.0,7.9,0.007246681942655476,0.7917505169811043,0.04085356812314049
SiC_15deg,15.0,7.92,0.007217072337280905,0.7939559322336369,0.04046310235637218
SiC_15deg,15.0,7.94,0.007173920671904317,0.7977219505568771,0.03979147556335255
SiC_15deg,15.0,7.96,0.007118566426767972,0.8027955939498269,0.03888429752178446
SiC_15deg,15.0,7.98,0.007052267843493348,0.8089295381464093,0.03778609804378078
SiC_15deg,15.0,8.0,0.006976208369591225,0.8158876539394309,0.036539334485138616
