dataset,angle_deg,thickness_um,affine_rmse,affine_scale,affine_offset
SiC_10deg,10.0,6.98,0.0064533574257047595,0.6591740882547641,0.05713703491983592
SiC_10deg,10.0,7.0,0.006448704016120624,0.6587558546497997,0.05721997027713596
SiC_10deg,10.0,7.0200000000000005,0.006430270426264431,0.6601201001830567,0.05697893894361024
SiC_10deg,10.0,7.04,0.006396762356950097,0.6633727210119988,0.0563945316024001
SiC_10deg,10.0,7.0600000000000005,0.0063468685044383525,0.668595705278337,0.05545169543695478
SiC_10deg,10.0,7.08,0.006279272783771663,0.6758419137349119,0.05414068478900532
SiC_10deg,10.0,7.1,0.006192665428887389,0.6851315745139769,0.05245770159833598
SiC_10deg,10.0,7.12,0.006085754850063402,0.6964504513586035,0.050405233453831834
SiC_10deg,10.0,7.14,0.005957282397194423,0.7097493639517695,0.04799214737506941
SiC_10deg,10.0,7.16,0.005806042317614602,0.7249445290894975,0.045233634889664184
SiC_10deg,10.0,7.18,0.005630909326259311,0.7419180914673147,0.04215112163786405
SiC_10deg,10.0,7.2,0.0054308763849676,0.7605182518102347,0.038772247466166566
SiC_10deg,10.0,7.22,0.005205105532643747,0.7805585858977601,0.03513098936251039
SiC_10deg,10.0,7.24,0.004952994962672358,0.8018164585200246,0.031267943623939476
SiC_10deg,10.0,7.26,0.004674266226009368,0.8240308177960073,0.02723071500078635
SiC_10deg,10.0,7.28,0.004369077093516292,0.8469000300960031,0.02307429319828104
SiC_10deg,10.0,7.3,0.004038169794391884,0.8700806974769971,0.018861246675338717
SiC_10deg,10.0,7.32,0.0036830745706403494,0.8931885102125092,0.014661544247830564
SiC_10deg,10.0,7.34,0.003306412776133484,0.915802075880525,0.01055183576742126
SiC_10deg,10.0,7.36,0.0029124013464662908,0.9374703272083671,0.006614085209192176
SiC_10deg,10.0,7.38,0.0025077998565991304,0.9577235947250871,0.002933543467189534
SiC_10deg,10.0,7.4,0.002103885271788397,0.976087847881475,-0.0004038461752154536
SiC_10deg,10.0,7.42,0.0017208440618984632,0.9921011108309807,-0.0033144271117040726
SiC_10deg,10.0,7.44,0.0013971092262480543,1.005330794611071,-0.00571996317740108
SiC_10deg,10.0,7.46,0.001201291470442635,1.0153907416933599,-0.0075507084814784445
SiC_10deg,10.0,7.48,0.0012099027012753354,1.021957124096454,-0.00874825894619146
SiC_10deg,10.0,7.5,0.0014230852451019183,1.0247828190609112,-0.009268120420466158
SiC_10deg,10.0,7.5200000000000005,0.0017660290757303572,1.0237102724665599,-0.009081999652509927
SiC_10deg,10.0,7.54,0.0021720022676179986,1.0186829293201585,-0.008179837774445508
SiC_10deg,10.0,7.5600000000000005,0.0026030578380343903,1.0097549645612212,-0.006571543281087475
SiC_10deg,10.0,7.58,0.003038465801382957,0.9970983823795904,-0.004288260139070294
SiC_10deg,10.0,7.6000000000000005,0.0034658495677969306,0.9810058530605426,-0.0013828783136525394
SiC_10deg,10.0,7.62,0.003877067083360103,0.9618872994886495,0.0020705729361355165
SiC_10deg,10.0,7.64,0.004266416593864208,0.9402585383791328,0.005978958070362899
SiC_10deg,10.0,7.66,0.004629835005656593,0.9167213049092585,0.010233620426782351
SiC_10deg,10.0,7.68,0.004964515173143531,0.8919355236374862,0.014715368801595219
SiC_10deg,10.0,7.7,0.005268695128180357,0.8665862748410497,0.019300427560722262
SiC_10deg,10.0,7.72,0.005541509438361414,0.841349030058816,0.023866707615312056
SiC_10deg,10.0,7.74,0.005782854971948369,0.8168570417676961,0.028299697282818004
SiC_10deg,10.0,7.76,0.005993254146601395,0.7936742169605565,0.03249737033308093
SiC_10deg,10.0,7.78,0.006173714568292239,0.7722756214579093,0.036373720783734964
SiC_10deg,10.0,7.8,0.006325591317370722,0.7530363480122234,0.03986078879568889
SiC_10deg,10.0,7.82,0.006450460211517958,0.7362282187732888,0.042909270273313434
SiC_10deg,10.0,7.84,0.0065500092948586434,0.7220229236659844,0.04548796053083964
SiC_10deg,10.0,7.86,0.006625953196917346,0.7104997877482792,0.04758235724391617
SiC_10deg,10.0,7.88,0.006679972059863583,0.70165634559752,0.04919275170992402
SiC_10deg,10.0,7.9,0.006713674170132376,0.6954201511697145,0.05033209312260194
SiC_10deg,10.0,7.92,0.00672857955681757,0.691660641462803,0.05102384075239247
SiC_10deg,10.0,7.94,0.006726120637152839,0.6902003092228776,0.05129994026938542
SiC_10deg,10.0,7.96,0.006707655339725355,0.6908248649768479,0.0511989836014524
SiC_10deg,10.0,7.98,0.006674487828121146,0.6932924397851624,0.05076454434773954
SiC_10deg,10.0,8.0,0.0066278918575316354,0.6973421557158637,0.05004363046777567
SiC_15deg,15.0,3.0,0.005926004819694482,0.8220931339158389,0.03559457325604207
SiC_15deg,15.0,3.02,0.0059587208949163,0.8302184513649822,0.034105767883955786
SiC_15deg,15.0,3.04,0.005986577210865374,0.8394244555726522,0.032420682260316656
SiC_15deg,15.0,3.06,0.006008293233670048,0.8497219948911094,0.030536533206406563
SiC_15deg,15.0,3.08,0.0060227919617963045,0.8610926392978879,0.028455873759947604
SiC_15deg,15.0,3.1,0.00602929651536218,0.8734754571392074,0.026189046360613116
SiC_15deg,15.0,3.12,0.006027401385226537,0.8867574526651683,0.023755972996227698
SiC_15deg,15.0,3.14,0.006017109638239308,0.9007703547195614,0.02118679218709976
SiC_15deg,15.0,3.16,0.005998831644069089,0.9152955013730139,0.018521022626491194
SiC_15deg,15.0,3.18,0.0059733461635077525,0.9300769546945424,0.015805223653665768
SiC_15deg,15.0,3.2,0.0059417306327555,0.9448409787216974,0.013089484632810372
SiC_15deg,15.0,3.22,0.0059052732013196284,0.9593181606154906,0.010423411979561812
SiC_15deg,15.0,3.24,0.005865382745907243,0.9732634274071649,0.007852471537572887
SiC_15deg,15.0,3.26,0.005823512737630148,0.9864695410939135,0.005415488159302714
SiC_15deg,15.0,3.2800000000000002,0.005781109525130925,0.9987714190481826,0.003143788570105873
SiC_15deg,15.0,3.3,0.00573958630277682,1.0100413155146988,0.0010619887495127356
SiC_15deg,15.0,3.32,0.005700313711685334,1.0201775973541134,-0.0008100615448255224
SiC_15deg,15.0,3.34,0.005664610502902426,1.0290916291398922,-0.0024549889711154133
SiC_15deg,15.0,3.36,0.005633716130033626,1.0366975957867905,-0.003856132170760099
SiC_15deg,15.0,3.38,0.00560873278892025,1.0429089113862382,-0.004996960843245872
SiC_15deg,15.0,3.4,0.005590536145871548,1.0476426182830916,-0.005861929474190522
SiC_15deg,15.0,3.42,0.005579668405747843,1.0508305555504838,-0.006438539964176147
SiC_15deg,15.0,3.44,0.0055762395371990086,1.052433823330832,-0.006719978192093365
SiC_15deg,15.0,3.46,0.005579867347332116,1.052455848363172,-0.006707468853841632
SiC_15deg,15.0,3.48,0.005589681610859143,1.0509495706094891,-0.0064115346682680745
SiC_15deg,15.0,3.5,0.00560440242048186,1.0480159146956738,-0.00585164857485872
SiC_15deg,15.0,3.52,0.005622483316322507,1.0437933011154474,-0.005054242049882065
SiC_15deg,15.0,3.54,0.0056422926604578405,1.0384406536170196,-0.004049525617725109
SiC_15deg,15.0,3.56,0.005662297957785461,1.0321182769353818,-0.0028679258460364765
SiC_15deg,15.0,3.58,0.005681219394150426,1.0249715047252776,-0.001537036366693325
SiC_15deg,15.0,3.6,0.005698128795185909,1.0171210405686415,-7.979982249454518e-05
SiC_15deg,15.0,3.62,0.005712484338910752,1.008661817789335,0.0014857460583199873
SiC_15deg,15.0,3.64,0.005724105466239095,0.9996696848987644,0.0031452841077681997
SiC_15deg,15.0,3.66,0.0057331034796487,0.9902130544588572,0.004886115183367015
SiC_15deg,15.0,3.68,0.005739789581472519,0.9803654540130584,0.006694875082409033
SiC_15deg,15.0,3.7,0.0057445829320321145,0.9702149876709104,0.008555795874408148
SiC_15deg,15.0,3.7199999999999998,0.005747937035263928,0.9598679498769654,0.010450013538087114
SiC_15deg,15.0,3.74,0.005750294768473191,0.9494457578861896,0.012356075708346657
SiC_15deg,15.0,3.76,0.005752072953498477,0.9390763284333745,0.014251449186985187
SiC_15deg,15.0,3.7800000000000002,0.005753669109268301,0.9288824252637577,0.016114573454655123
SiC_15deg,15.0,3.8,0.0057554779651594916,0.9189700297527147,0.017926911104860107
SiC_15deg,15.0,3.8200000000000003,0.005757904316165289,0.9094194547730511,0.01967450572653937
SiC_15deg,15.0,3.84,0.005761361509601478,0.9002809956320218,0.021348724860183008
SiC_15deg,15.0,3.86,0.005766250105138151,0.8915757385538428,0.022946077611930356
SiC_15deg,15.0,3.88,0.005772917584893613,0.8833010247608533,0.024467199464623147
SiC_15deg,15.0,3.9,0.005781605977510402,0.8754391911530257,0.025915255443492675
SiC_15deg,15.0,3.92,0.005792398622296131,0.8679676801059215,0.027294108147385063
SiC_15deg,15.0,3.94,0.005805179009130641,0.8608684760629983,0.02860662087364876
SiC_15deg,15.0,3.96,0.005819613125067797,0.854135088124328,0.02985341761111176
SiC_15deg,15.0,3.98,0.005835162210279379,0.8477759064730647,0.03103231015979776
SiC_15deg,15.0,4.0,0.0058511263510913495,0.8418135990090367,0.03213844964178291
SiC_15deg,15.0,4.02,0.005866712649653986,0.8362811023952897,0.033165098258491954
SiC_15deg,15.0,4.04,0.005881116621322911,0.8312154926305126,0.03410478486293346
SiC_15deg,15.0,4.0600000000000005,0.0058936032260670365,0.826651421321692,0.034950535980029306
SiC_15deg,15.0,4.08,0.005903574837087276,0.8226157881759456,0.035696877733945635
SiC_15deg,15.0,4.1,0.005910616896398332,0.819124909734574,0.03634037936437294
SiC_15deg,15.0,4.12,0.00591451689596941,0.816184756752684,0.03687963402776889
SiC_15deg,15.0,4.140000000000001,0.005915257459903106,0.8137940444552582,0.03731471536397426
SiC_15deg,15.0,4.16,0.005912988686422216,0.8119492617475884,0.037646274554845795
SiC_15deg,15.0,4.18,0.005907987827507767,0.8106502794660435,0.03787452327843546
SiC_15deg,15.0,4.2,0.005900615431800348,0.809905081806876,0.037998365624974974
SiC_15deg,15.0,4.22,0.005891276172340928,0.8097324284426497,0.038014895090523894
SiC_15deg,15.0,4.24,0.0058803900128110214,0.8101617942910134,0.03791937611054113
SiC_15deg,15.0,4.26,0.00586837578099886,0.8112305975077678,0.03770571042552038
SiC_15deg,15.0,4.28,0.0058556454964299575,0.8129793408885478,0.03736727791077626
