dataset,best_thickness_um,rmse,affine_scale,affine_offset
SiC_10deg,7.49,0.0011287305180790613,1.0053751626271281,-0.005385409816822145
SiC_15deg,7.43,0.0018837492495133333,1.0681549228330232,-0.008718068781730703
