band_name,lower_cm,upper_cm,n_points,includes_reststrahlen,angle_deg,thickness_um,rmse,affine_scale,affine_offset,dataset
full_measured,400.0,4000.0,1067,True,10.0,3.66,0.019649131483687955,0.958492488391366,0.0025631960397602656,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.68,0.01954361353237134,0.9585545964275619,0.0025503789401595403,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.7,0.019439487100052426,0.9586161455445064,0.002534414298670114,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.7199999999999998,0.019336878865586042,0.9586750034425455,0.0025161612220248194,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.74,0.019235857895603843,0.9587290801634409,0.00249657208222979,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.76,0.01913644568798857,0.9587764638636062,0.0024766319227036266,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.7800000000000002,0.019038635187050974,0.9588155434355075,0.0024572972212870076,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.8,0.018942413503039872,0.958845111470301,0.0024394372718309896,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.8200000000000003,0.01884778226648963,0.9588644427500378,0.0024237811396226115,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.84,0.018754770342527927,0.9588733448748765,0.002410872876370215,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.86,0.01866343578156679,0.958872178774298,0.002401037424329005,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.88,0.018573856780247377,0.9588618478644071,0.0023943593249176357,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.9,0.01848611428125258,0.9588437556956203,0.0023906758881214454,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.92,0.01840027091618102,0.9588197332569937,0.002389585809056956,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.94,0.01831635180192051,0.9587919387431934,0.00239047331930758,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.96,0.018234332101123928,0.9587627345026379,0.0023925468756695557,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,3.98,0.018154134473586322,0.9587345479010666,0.002394890217775589,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.0,0.018075637075934296,0.9587097246829082,0.0023965225099399144,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.02,0.01799869024668025,0.9586903847659801,0.0023964633785672966,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.04,0.017923138053213564,0.9586782909448103,0.0023937981074952167,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.0600000000000005,0.017848839921039528,0.9586747404726187,0.0023877381587665484,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.08,0.017775687796437185,0.9586804878677228,0.002377672578381412,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.1,0.017703615604174612,0.9586957046716551,0.00236320668226905,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.12,0.017632599793209535,0.9587199785898528,0.0023441855845816014,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.140000000000001,0.01756265199937771,0.9587523509206158,0.0023207014686328037,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.16,0.017493806746468717,0.9587913879133791,0.0022930848352845307,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.18,0.01742610820222104,0.9588352791208836,0.0022618811372415457,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.2,0.01735960004820874,0.9588819542062669,0.0022278151085628893,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.22,0.017294321513629824,0.9589292091338851,0.002191745674610195,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.24,0.017230310821869654,0.9589748331225204,0.002154614587473478,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.26,0.01716761516384997,0.9590167289302617,0.0021173919339083024,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.28,0.01710630439200874,0.9590530206390139,0.002081021494159921,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.3,0.01704648442453115,0.9590821447633943,0.002046368681848039,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.32,0.016988306183742658,0.959102921932543,0.002014173538129913,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.34,0.01693196682052916,0.9591146074143222,0.00198501102013348,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.36,0.016877701768430852,0.9591169193571019,0.001959260601579832,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.38,0.016825768373512975,0.9591100439541691,0.001937086941929584,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.4,0.01677642390589093,0.9590946170323414,0.0019184330100587839,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.42,0.016729902169060513,0.9590716820954018,0.0019030265082566646,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.4399999999999995,0.01668639335083033,0.959042625810616,0.0018903997049970992,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.46,0.016646031120040528,0.9590090933659244,0.0018799218747030633,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.48,0.016608889439154197,0.9589728879175323,0.0018708425394272379,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.5,0.016574989512144415,0.9589358601971886,0.0018623427357066357,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.52,0.016544315206252456,0.9588997958574172,0.0018535907359333074,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.54,0.01651683365192542,0.9588663089038739,0.0018437981733622159,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.5600000000000005,0.016492516891532732,0.9588367493134369,0.0018322724472532755,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.58,0.016471360563790123,0.9588121315874988,0.001818461647098469,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.6,0.016453396592859208,0.9587930887110232,0.001801988984292835,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.62,0.01643869841174754,0.9587798531646472,0.0017826747413488713,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.640000000000001,0.016427378980874964,0.9587722637798671,0.001760544887270833,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.66,0.01641958334349474,0.9587697948437751,0.001735826601256641,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.68,0.01641547835928657,0.9587716023300273,0.0017089318617431143,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.7,0.016415242407521447,0.9587765816238469,0.001680430912681677,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.72,0.016419057273173308,0.9587834315491508,0.0016510177944444751,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.74,0.0164271033170968,0.9587907206220708,0.0016214702592886854,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.76,0.016439557699175416,0.9587969528546211,0.0015926063547518161,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.78,0.016456594232847857,0.9588006317064381,0.001565239840037171,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.8,0.01647838272882627,0.9588003216040182,0.0015401364768419105,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.82,0.016505085652799876,0.9587947066404767,0.0015179731533970272,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.84,0.01653685062335464,0.9587826456458333,0.00149930176373955,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.86,0.016573798560288056,0.9587632219670141,0.0014845197363882849,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.88,0.016616008828551077,0.9587357853382078,0.0014738490189151684,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.9,0.016663504072079536,0.9586999825268561,0.0014673250970961384,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.92,0.01671623816976572,0.9586557733347395,0.0014647971935490734,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.9399999999999995,0.016774090591019475,0.9586034292067843,0.0014659401254429603,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.96,0.0168368693429746,0.9585435131425057,0.0014702774359930725,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,4.98,0.016904322921749235,0.9584768415945165,0.0014772144423637595,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.0,0.016976159658978578,0.9584044311881427,0.0014860789009145897,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.02,0.01705207113057427,0.958327434949539,0.0014961662327484294,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.04,0.017131755331424213,0.9582470738830162,0.0015067858105148192,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.0600000000000005,0.017214935371696983,0.9581645699493606,0.0015173047597231244,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.08,0.01730137049426068,0.9580810857510585,0.001527186079214893,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.1,0.017390857965415396,0.957997674739723,0.0015360185669410112,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.12,0.017483226400512305,0.9579152439011165,0.0015435369244623522,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.140000000000001,0.01757832286068249,0.9578345290752224,0.00154963135835808,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.16,0.01767599719437792,0.9577560817044504,0.0015543468613201765,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.18,0.017776087376409382,0.9576802650930261,0.001557873041330864,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.2,0.017878409014400264,0.9576072582331615,0.0015605258292207297,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.220000000000001,0.01798275094295629,0.9575370657569653,0.0015627226424358499,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.24,0.018088877238694703,0.9574695333326099,0.0015649526666136246,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.26,0.018196534442230027,0.9574043685234301,0.0015677439078532066,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.28,0.018305461606581124,0.9573411674955865,0.0015716286370614275,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.300000000000001,0.01841540024074862,0.9572794478273721,0.0015771088427644511,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.32,0.01852610137370196,0.9572186870189592,0.0015846233473374328,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.34,0.018637327765513974,0.9571583652507791,0.0015945183051129144,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.359999999999999,0.018748850541473717,0.9570980097371168,0.001607022840199534,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.38,0.01886044093055485,0.9570372369805595,0.0016222315301771693,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.4,0.01897185902642352,0.9569757886610253,0.001640095232493268,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.42,0.019082842268263837,0.9569135570197538,0.0016604213372297246,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.4399999999999995,0.01919309647571962,0.9568505965115028,0.0016828839052770797,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.46,0.019302291736740553,0.9567871201051495,0.0017070433562855604,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.48,0.019410064375572748,0.9567234806489202,0.0017323744957073671,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.5,0.01951602489166998,0.9566601397937337,0.0017583008383108868,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.52,0.019619770492494935,0.9565976286665059,0.0017842325289470844,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.54,0.019720899948738463,0.9565365054568099,0.0018096047907787609,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.5600000000000005,0.019819028173683122,0.9564773151389561,0.0018339138094825885,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.58,0.01991379820691486,0.9564205557223553,0.0018567472890034737,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.6,0.020004889048816775,0.9563666539313125,0.0018778075281086846,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.62,0.02009201881800856,0.9563159514252175,0.0018969256591072714,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.640000000000001,0.020174943719626318,0.9562687009858987,0.0019140665326751582,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.66,0.020253454079010445,0.9562250708637396,0.0019293245066123062,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.68,0.020327369058993364,0.9561851548895534,0.0019429110147243512,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.7,0.02039653159751219,0.9561489860475881,0.0019551352135360463,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.720000000000001,0.020460804643276854,0.9561165518187403,0.0019663792344497507,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.74,0.020520069081692308,0.9560878104736431,0.001977069649244987,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.76,0.020574223024482655,0.9560627083087566,0.0019876467492174832,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.78,0.02062318157390473,0.9560411982954853,0.0019985332045926387,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.800000000000001,0.020666875909240927,0.9560232605781783,0.002010103655159967,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.82,0.020705250645414584,0.9560089246846984,0.002022656799591339,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.84,0.020738258855650914,0.9559982923339067,0.0020363915799812785,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.859999999999999,0.02076585482053664,0.9559915585983277,0.0020513890515089844,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.88,0.020787985291359647,0.9559890282382808,0.002067601421201243,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.9,0.020804580641337393,0.9559911235876264,0.0020848494746259928,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.92,0.020815547555975058,0.9559983806692797,0.0021028291489155046,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.9399999999999995,0.02082076478745208,0.9560114313187255,0.0021211273591436783,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.96,0.020820082975157788,0.9560309708707416,0.0021392463951935025,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,5.98,0.02081332873149828,0.9560577131141466,0.0021566353741500548,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.0,0.02080031230822801,0.9560923363220103,0.002172726482216968,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.02,0.020780837424117803,0.9561354257830407,0.002186973194419518,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.04,0.02075471144611166,0.956187419047232,0.002198887416330963,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.0600000000000005,0.020721754177878186,0.9562485598887639,0.0022080725947593097,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.08,0.020681804002850305,0.9563188658353831,0.002214250276181948,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.1,0.02063472091549106,0.9563981122748758,0.0022172782767989896,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.12,0.020580386837225878,0.9564858340178319,0.0022171594509116732,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.140000000000001,0.02051870431716303,0.95658134319604,0.0022140408771412342,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.16,0.020449595074467322,0.95668376085965,0.0022082040131162586,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.18,0.02037299975760871,0.9567920588067426,0.002200046924682634,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.2,0.020288879801934605,0.9569051080562909,0.0021900600494182336,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.220000000000001,0.020197221494668335,0.957021730812419,0.0021787971256408928,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.24,0.020098041509483012,0.9571407535037445,0.002166842958809285,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.26,0.01999139247348969,0.957261059219268,0.002154779671756425,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.28,0.019877366764532205,0.9573816383467816,0.0021431530508590787,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.300000000000001,0.019756096814054585,0.9575016363015671,0.002132440590720812,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.32,0.01962775071550096,0.9576203969030664,0.002123022856561051,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.34,0.019492522810800536,0.9577374993465881,0.002115159795318187,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.359999999999999,0.01935061996467729,0.9578527860641254,0.0021089735793210695,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.38,0.019202245209424932,0.9579663783578684,0.002104439398684311,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.4,0.019047581126214144,0.9580786767778442,0.0021013852805038093,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.42,0.01888677555268445,0.9581903439564925,0.0020995014844523954,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.4399999999999995,0.01871993189779626,0.9583022690092974,0.002098359327522708,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.46,0.018547105551650393,0.9584155144935895,0.0020974384921499116,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.48,0.0183683067642244,0.958531248975815,0.002096161074198127,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.5,0.018183509177933984,0.958650670104432,0.0020939299492086717,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.52,0.017992662202338784,0.9587749243518905,0.0020901685866805612,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.54,0.017795704837646184,0.958905030016034,0.002084359298501825,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.5600000000000005,0.01759257850648344,0.9590418095771667,0.0020760770923458874,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.58,0.017383236927113306,0.9591858362080279,0.0020650167796204947,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.6,0.0171676519153038,0.959337397411321,0.0020510116772074574,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.62,0.016945815009031594,0.959496476786002,0.0020340430306312073,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.640000000000001,0.016717735717253924,0.9596627531677173,0.002014240058123666,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.66,0.016483437787432036,0.9598356151287146,0.00199187117592834,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.68,0.016242955042416626,0.9600141881875833,0.001967327458348117,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.7,0.01599632804671089,0.9601973720353681,0.0019410996980246003,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.720000000000001,0.015743602227010867,0.9603838854609266,0.0019137505874283192,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.74,0.015484827276146786,0.9605723172033075,0.0018858835908885346,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.76,0.015220056933293117,0.960761181411124,0.0018581100741780114,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.78,0.014949347761954022,0.9609489765445112,0.0018310162523305171,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.800000000000001,0.014672755484970176,0.9611342463171814,0.001805131529793507,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.82,0.014390327832309592,0.9613156406777396,0.0017808998350919204,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.84,0.014102093653264836,0.9614919740269933,0.0017586555623436565,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.859999999999999,0.013808049078732627,0.9616622771052864,0.0017386056732410756,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.88,0.01350814255854768,0.961825838533281,0.0017208193308311897,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.9,0.013202261388034759,0.9619822320832316,0.0017052260894773793,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.92,0.01289022266039151,0.9621313265214819,0.0016916231422867422,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.9399999999999995,0.012571771319001645,0.9622732762721429,0.0016796914563285727,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.96,0.012246587158225969,0.9624084930219893,0.00166901987598988,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,6.98,0.011914301402983562,0.9625376004052404,0.0016591355451759907,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.0,0.011574522172402853,0.962661375704073,0.0016495383999202866,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.0200000000000005,0.011226867033469241,0.9627806837383288,0.0016397371109332156,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.04,0.010871000269689391,0.9628964085760027,0.0016292837707457802,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.0600000000000005,0.010506672603320884,0.9630093883284732,0.00161780483156631,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.08,0.01013376193370786,0.9631203572376418,0.0016050262638589877,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.1,0.009752315048612436,0.9632298977954,0.0015907915364451622,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.12,0.00936259198166547,0.963338404104318,0.0015750717102333079,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.14,0.008965116444489702,0.9634460564128552,0.001557967586962017,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.16,0.00856073731478081,0.9635528059583041,0.001539704384258961,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.18,0.008150707359196423,0.9636583689987004,0.001520619779791754,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.2,0.0077367861447918485,0.9637622291336276,0.0015011463818427754,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.22,0.0073213743733176,0.9638636475081233,0.0014817897756808003,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.24,0.006907686359607419,0.9639616810114704,0.0014631033173553526,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.26,0.006499965098374254,0.9640552088804528,0.001445660852831812,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.28,0.006103737904673965,0.9641429680235807,0.001430028569931384,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.3,0.0057260949768852525,0.9642235968403662,0.0014167372572145105,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.32,0.005375939976057414,0.964295686388069,0.001406256332472858,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.34,0.005064101036642951,0.9643578366316977,0.0013989710732441934,SiC_10deg
full_measured,400.0,4000.0,1067,True,10.0,7.36,0.004803103387101036,0.9644087144591958,0.001395164477541575,SiC_10deg
